order,SpecimenID,Site,X,Y,Spit,Raw.material,Key
2668,21303,BCJ area F7,14.68,32.4,6,quartz,NA
2812,21437,BCJ area F7,14.955,32.4,6,quartz,NA
3044,21669,BCJ area F7,15.3,32.4,6,quartz,NA
3007,21632,BCJ area F7,15.55,32.4,4,quartz,NA
3450,22075,BCJ area F7,12.05,32.4,6,quartz,Core local quartz
3912,22498,BCJ area F7,11.05,32.4,4,quartz,NA
5257,NA,NA,16,32.4,NA,NA,Excavation boundary
5359,NA,NA,11,32.4,NA,NA,Excavation boundary
2490,21146,BCJ area F7,14.4536,32.416,6,quartz,Flake local quartz
2885,21510,BCJ area F7,14.46,32.416,6,quartz,NA
2658,21298,BCJ area F7,14.665,32.416,6,quartz,NA
2609,21055,BCJ area F7,14.67,32.416,4,quartz,NA
2670,21304,BCJ area F7,14.725,32.416,6,quartz,NA
2674,21306,BCJ area F7,14.86,32.416,6,quartz,NA
2528,21025,BCJ area F7,14.985,32.416,4,quartz,NA
2932,21557,BCJ area F7,14.985,32.416,6,quartz,NA
2356,20967,BCJ area F7,14.145,32.416,4,silcrete,NA
2350,21099,BCJ area F7,14.2,32.416,6,chert,NA
3108,21733,BCJ area F7,15.6,32.42,6,quartz,NA
3103,21728,BCJ area F7,15.62,32.42,6,quartz,NA
3122,21747,BCJ area F7,15.8,32.42,6,quartz,NA
2282,20907,BCJ area F7,13.85,32.43,6,quartz,NA
3043,21668,BCJ area F7,15.85,32.43,6,quartz,NA
2477,21142,BCJ area F7,14.1638,32.432,6,quartz,Backed artefact local quartz
2808,21433,BCJ area F7,14.17,32.432,6,quartz,NA
2843,21468,BCJ area F7,14.185,32.432,6,quartz,NA
2918,21543,BCJ area F7,14.32,32.432,6,quartz,NA
2464,21222,BCJ area F7,14.6174,32.432,6,quartz,Flake local quartz
2667,21084,BCJ area F7,14.64,32.432,4,quartz,NA
2610,21274,BCJ area F7,14.7938,32.432,6,quartz,Flake local quartz
2650,21294,BCJ area F7,14.84,32.432,6,quartz,NA
2683,21092,BCJ area F7,14.925,32.432,4,quartz,NA
2534,21027,BCJ area F7,14.115,32.448,4,quartz,NA
2929,21554,BCJ area F7,14.21,32.448,6,quartz,NA
2922,21547,BCJ area F7,14.22,32.448,6,quartz,NA
2493,21147,BCJ area F7,14.4662,32.448,6,quartz,Flake local quartz
2893,21518,BCJ area F7,14.515,32.448,6,quartz,NA
2532,21160,BCJ area F7,14.5922,32.448,6,quartz,Flake local quartz
2758,21383,BCJ area F7,14.67,32.448,6,quartz,NA
2672,21305,BCJ area F7,14.78,32.448,6,quartz,NA
2790,21415,BCJ area F7,14.78,32.448,6,quartz,NA
2222,20847,BCJ area F7,13.7,32.45,6,quartz,Flake local quartz
2209,20834,BCJ area F7,13.8,32.45,6,quartz,Flake local quartz
2196,20821,BCJ area F7,13.95,32.45,6,quartz,Core local quartz
2277,20902,BCJ area F7,13.6,32.45,6,quartz,NA
2288,20913,BCJ area F7,13.95,32.45,6,quartz,NA
2308,20933,BCJ area F7,13.7,32.45,6,quartz,NA
2319,20944,BCJ area F7,13.92,32.45,6,quartz,NA
2214,20839,BCJ area F7,13.97,32.45,6,quartz,NA
3038,21663,BCJ area F7,15.6,32.45,6,quartz,NA
3069,21694,BCJ area F7,15.7,32.45,6,quartz,NA
3080,21705,BCJ area F7,15.92,32.45,6,quartz,NA
3049,21674,BCJ area F7,15.95,32.45,6,quartz,NA
3105,21730,BCJ area F7,15.95,32.45,6,quartz,NA
2957,21582,BCJ area F7,16,32.45,6,quartz,Core local quartz
2975,21600,BCJ area F7,16,32.45,6,quartz,Flake local quartz
3458,22083,BCJ area F7,12.7,32.45,6,quartz,Flake local quartz
3471,22096,BCJ area F7,12.8,32.45,4,quartz,NA
3476,22101,BCJ area F7,12.8,32.45,6,quartz,NA
3484,22109,BCJ area F7,12.7,32.45,6,quartz,NA
3920,22506,BCJ area F7,11.8,32.45,6,quartz,NA
2887,21512,BCJ area F7,14.255,32.464,6,quartz,NA
2792,21417,BCJ area F7,14.27,32.464,6,quartz,NA
2823,21448,BCJ area F7,14.285,32.464,6,quartz,NA
2830,21455,BCJ area F7,14.29,32.464,6,quartz,NA
2807,21432,BCJ area F7,14.335,32.464,6,quartz,NA
2416,21206,BCJ area F7,14.3528,32.464,6,quartz,Flake local quartz
2833,21458,BCJ area F7,14.4,32.464,6,quartz,NA
2467,21223,BCJ area F7,14.63,32.464,6,quartz,Flake local quartz
2757,21382,BCJ area F7,14.94,32.464,6,quartz,NA
2346,20964,BCJ area F7,14.37,32.464,4,silcrete,NA
2438,20995,BCJ area F7,14.0126,32.48,4,quartz,Core local quartz
2557,21253,BCJ area F7,14.0378,32.48,6,quartz,Flake local quartz
2562,21170,BCJ area F7,14.0882,32.48,6,quartz,Flake local quartz
2479,21227,BCJ area F7,14.189,32.48,6,quartz,Flake local quartz
2512,21238,BCJ area F7,14.2268,32.48,6,quartz,Flake local quartz
2908,21533,BCJ area F7,14.315,32.48,6,quartz,NA
2822,21447,BCJ area F7,14.34,32.48,6,quartz,NA
2774,21399,BCJ area F7,14.39,32.48,6,quartz,NA
2425,21209,BCJ area F7,14.5292,32.48,6,quartz,Flake local quartz
2890,21515,BCJ area F7,14.57,32.48,6,quartz,NA
2391,21113,BCJ area F7,14.756,32.48,6,quartz,Flake local quartz
2688,21313,BCJ area F7,14.98,32.48,6,quartz,NA
3025,21650,BCJ area F7,15.2,32.495,4,quartz,NA
2566,21256,BCJ area F7,14.1134,32.496,6,quartz,Flake local quartz
2855,21480,BCJ area F7,14.25,32.496,6,quartz,NA
2847,21472,BCJ area F7,14.3,32.496,6,quartz,NA
2817,21442,BCJ area F7,14.325,32.496,6,quartz,NA
2373,21192,BCJ area F7,14.3906,32.496,6,quartz,Flake local quartz
2422,21208,BCJ area F7,14.4788,32.496,6,quartz,Flake local quartz
2590,21264,BCJ area F7,14.5418,32.496,6,quartz,Flake local quartz
2570,21039,BCJ area F7,14.565,32.496,4,quartz,NA
2465,21004,BCJ area F7,14.6426,32.496,4,quartz,Flake local quartz
2834,21459,BCJ area F7,14.675,32.496,6,quartz,NA
2851,21476,BCJ area F7,14.965,32.496,6,quartz,NA
2180,20805,BCJ area F7,13.5,32.5,4,silcrete,NA
2219,20844,BCJ area F7,13.15,32.5,6,quartz,Backed artefact local quartz
2267,20892,BCJ area F7,13.5,32.5,4,quartz,NA
2293,20918,BCJ area F7,13.9,32.5,6,quartz,NA
2324,20949,BCJ area F7,13.93,32.5,6,quartz,NA
2982,21607,BCJ area F7,15.15,32.5,6,quartz,Flake local quartz
3028,21653,BCJ area F7,15.5,32.5,4,quartz,NA
3054,21679,BCJ area F7,15.9,32.5,6,quartz,NA
3085,21710,BCJ area F7,16,32.5,6,quartz,NA
3442,22067,BCJ area F7,12.5,32.5,6,NA,NA
3481,22106,BCJ area F7,12.15,32.5,6,quartz,NA
3904,22490,BCJ area F7,11.5,32.5,4,quartz,Flake local quartz
5258,NA,NA,16,32.5,NA,NA,Excavation boundary
5358,NA,NA,11,32.5,NA,NA,Excavation boundary
2540,21029,BCJ area F7,14.13,32.512,4,quartz,NA
2482,21228,BCJ area F7,14.2016,32.512,6,quartz,Flake local quartz
2511,21153,BCJ area F7,14.2394,32.512,6,quartz,Flake local quartz
2913,21538,BCJ area F7,14.265,32.512,6,quartz,NA
2853,21478,BCJ area F7,14.36,32.512,6,quartz,NA
2860,21485,BCJ area F7,14.405,32.512,6,quartz,NA
2535,21161,BCJ area F7,14.6048,32.512,6,quartz,Flake local quartz
2924,21549,BCJ area F7,14.63,32.512,6,quartz,NA
2604,21271,BCJ area F7,14.756,32.512,6,quartz,Flake local quartz
2654,21296,BCJ area F7,14.865,32.512,6,quartz,NA
3106,21731,BCJ area F7,15.4,32.52,6,quartz,NA
2531,21026,BCJ area F7,14.145,32.528,4,quartz,NA
2367,21190,BCJ area F7,14.315,32.528,6,quartz,Flake local quartz
2821,21446,BCJ area F7,14.35,32.528,6,quartz,NA
2450,20999,BCJ area F7,14.378,32.528,4,quartz,Flake local quartz
2879,21504,BCJ area F7,14.45,32.528,6,quartz,NA
2901,21526,BCJ area F7,14.475,32.528,6,quartz,NA
2909,21534,BCJ area F7,14.48,32.528,6,quartz,NA
2871,21496,BCJ area F7,14.505,32.528,6,quartz,NA
2381,21110,BCJ area F7,14.5292,32.528,6,quartz,Flake local quartz
2429,20992,BCJ area F7,14.7686,32.528,4,quartz,Flake local quartz
2612,21275,BCJ area F7,14.8064,32.528,6,quartz,Flake local quartz
2614,21276,BCJ area F7,14.8316,32.528,6,quartz,Flake local quartz
2294,20919,BCJ area F7,13.25,32.53,6,quartz,NA
2325,20950,BCJ area F7,13.35,32.53,6,quartz,NA
2704,21329,BCJ area F7,14.21,32.53,6,quartz,NA
3055,21680,BCJ area F7,15.25,32.53,6,quartz,NA
3086,21711,BCJ area F7,15.35,32.53,6,quartz,NA
2988,21613,BCJ area F7,15.1,32.54,6,quartz,Flake local quartz
776,19401,BCJ area F7,15.1,32.544,4,quartz,Flake local quartz
2361,21188,BCJ area F7,14.1638,32.544,6,quartz,Flake local quartz
2568,21038,BCJ area F7,14.225,32.544,4,quartz,NA
2515,21239,BCJ area F7,14.252,32.544,6,quartz,Flake local quartz
2580,21176,BCJ area F7,14.3528,32.544,6,quartz,Core local quartz
2852,21477,BCJ area F7,14.465,32.544,6,quartz,NA
2536,21246,BCJ area F7,14.6174,32.544,6,quartz,Flake local quartz
2634,21286,BCJ area F7,14.625,32.544,6,quartz,NA
2875,21500,BCJ area F7,14.75,32.544,6,quartz,NA
2744,21369,BCJ area F7,14.785,32.544,6,quartz,NA
2227,20852,BCJ area F7,13.1,32.55,6,quartz,Flake local quartz
2194,20819,BCJ area F7,13.85,32.55,6,quartz,Flake local quartz
2240,20865,BCJ area F7,13.9,32.55,4,quartz,NA
2245,20870,BCJ area F7,13.29,32.55,4,quartz,NA
2253,20878,BCJ area F7,13.8,32.55,4,quartz,NA
2298,20923,BCJ area F7,13.55,32.55,6,quartz,NA
2329,20954,BCJ area F7,13.65,32.55,6,quartz,NA
2565,21171,BCJ area F7,14.1008,32.55,6,quartz,Flake local quartz
3059,21684,BCJ area F7,15.55,32.55,6,quartz,NA
3090,21715,BCJ area F7,15.65,32.55,6,quartz,NA
3014,21639,BCJ area F7,15.8,32.55,4,quartz,NA
2955,21580,BCJ area F7,15.85,32.55,3,quartz,Flake local quartz
3001,21626,BCJ area F7,15.9,32.55,4,quartz,NA
3456,22081,BCJ area F7,12.85,32.55,6,quartz,Flake local quartz
3489,22114,BCJ area F7,12.1,32.55,6,quartz,NA
3918,22504,BCJ area F7,11.85,32.55,6,quartz,NA
2920,21545,BCJ area F7,14.205,32.56,6,quartz,NA
2481,21143,BCJ area F7,14.2268,32.56,6,quartz,Flake local quartz
2455,21219,BCJ area F7,14.3906,32.56,6,quartz,Core local quartz
2796,21421,BCJ area F7,14.545,32.56,6,quartz,NA
2466,21138,BCJ area F7,14.6678,32.56,6,quartz,Flake local quartz
2653,21077,BCJ area F7,14.765,32.56,4,quartz,NA
2576,21041,BCJ area F7,14.775,32.56,4,quartz,NA
2806,21431,BCJ area F7,14.45,32.566,6,quartz,NA
3100,21725,BCJ area F7,15.7,32.57,6,quartz,NA
3111,21736,BCJ area F7,15.92,32.57,6,quartz,NA
2351,21100,BCJ area F7,14.0882,32.576,6,quartz,Flake local quartz
2889,21514,BCJ area F7,14.14,32.576,6,quartz,NA
2413,21205,BCJ area F7,14.1638,32.576,6,quartz,Core local quartz
2713,21338,BCJ area F7,14.19,32.576,6,quartz,NA
2514,21154,BCJ area F7,14.2646,32.576,6,quartz,Flake local quartz
2767,21392,BCJ area F7,14.485,32.576,6,quartz,NA
2539,21247,BCJ area F7,14.63,32.576,6,quartz,Core local quartz
2343,20963,BCJ area F7,14.345,32.576,4,silcrete,NA
3051,21676,BCJ area F7,15.7,32.59,6,quartz,NA
2755,21380,BCJ area F7,14.215,32.592,6,quartz,NA
2883,21508,BCJ area F7,14.355,32.592,6,quartz,NA
2752,21377,BCJ area F7,14.66,32.592,6,quartz,NA
2669,21085,BCJ area F7,14.71,32.592,4,quartz,NA
2820,21445,BCJ area F7,14.795,32.592,6,quartz,NA
2743,21368,BCJ area F7,14.845,32.592,6,quartz,NA
2953,21578,BCJ area F7,15.25,32.6,3,quartz,Flake local quartz
2199,20824,BCJ area F7,13.5,32.6,6,quartz,Flake local quartz
2211,20836,BCJ area F7,13.6,32.6,6,quartz,Flake local quartz
2203,20828,BCJ area F7,13.65,32.6,6,quartz,Flake local quartz
2250,20875,BCJ area F7,13.25,32.6,4,quartz,NA
2276,20901,BCJ area F7,13.34,32.6,6,quartz,NA
2284,20909,BCJ area F7,13.85,32.6,6,quartz,NA
2307,20932,BCJ area F7,13.44,32.6,6,quartz,NA
2315,20940,BCJ area F7,13.95,32.6,6,quartz,NA
2439,21129,BCJ area F7,14.91065,32.6,6,quartz,Core local quartz
3011,21636,BCJ area F7,15.25,32.6,4,quartz,NA
3068,21693,BCJ area F7,15.44,32.6,6,quartz,NA
2960,21585,BCJ area F7,15.5,32.6,6,quartz,Flake local quartz
2972,21597,BCJ area F7,15.6,32.6,6,quartz,Flake local quartz
2964,21589,BCJ area F7,15.65,32.6,6,quartz,Flake local quartz
3045,21670,BCJ area F7,15.85,32.6,6,quartz,NA
3076,21701,BCJ area F7,15.95,32.6,6,quartz,NA
3461,22086,BCJ area F7,12.5,32.6,4,quartz,NA
3465,22090,BCJ area F7,12.65,32.6,4,quartz,NA
3473,22098,BCJ area F7,12.6,32.6,6,quartz,NA
3923,22509,BCJ area F7,11.5,32.6,6,quartz,NA
5259,NA,NA,16,32.6,NA,NA,Excavation boundary
5357,NA,NA,11,32.6,NA,NA,Excavation boundary
2485,21229,BCJ area F7,14.2394,32.608,6,quartz,Flake local quartz
2417,20988,BCJ area F7,14.4158,32.608,4,quartz,Flake local quartz
2589,21179,BCJ area F7,14.5292,32.608,6,quartz,Core local quartz
2538,21162,BCJ area F7,14.6426,32.608,6,quartz,Flake local quartz
2468,21005,BCJ area F7,14.693,32.608,4,quartz,Flake local quartz
2747,21372,BCJ area F7,14.7,32.608,6,quartz,NA
2401,21201,BCJ area F7,14.8946,32.608,6,quartz,Flake local quartz
2968,21593,BCJ area F7,15.1,32.608,6,quartz,Core local quartz
2954,21579,BCJ area F7,15.25,32.612,3,quartz,Flake local quartz
2518,21240,BCJ area F7,14.2772,32.624,6,quartz,Flake local quartz
2779,21404,BCJ area F7,14.3,32.624,6,quartz,NA
2891,21516,BCJ area F7,14.385,32.624,6,quartz,NA
2829,21454,BCJ area F7,14.455,32.624,6,quartz,NA
2593,21047,BCJ area F7,14.56,32.624,4,quartz,NA
2525,21024,BCJ area F7,14.86,32.624,4,quartz,NA
2618,21278,BCJ area F7,14.882,32.624,6,quartz,Flake local quartz
2552,21033,BCJ area F7,14.9,32.624,4,quartz,NA
2677,21089,BCJ area F7,14.935,32.624,4,quartz,NA
2832,21457,BCJ area F7,14.96,32.624,6,quartz,NA
2341,20962,BCJ area F7,14.185,32.624,4,silcrete,NA
2591,21046,BCJ area F7,14.23,32.64,4,quartz,NA
2751,21376,BCJ area F7,14.245,32.64,6,quartz,NA
2724,21349,BCJ area F7,14.27,32.64,6,quartz,NA
2710,21335,BCJ area F7,14.285,32.64,6,quartz,NA
2542,21248,BCJ area F7,14.6552,32.64,6,quartz,Flake local quartz
2629,21065,BCJ area F7,14.75,32.64,4,quartz,NA
2768,21393,BCJ area F7,14.99,32.64,6,quartz,NA
2726,21351,BCJ area F7,14.215,32.644,6,quartz,NA
2182,20807,BCJ area F7,13.3,32.65,4,quartz,Flake local quartz
2225,20850,BCJ area F7,13.95,32.65,6,quartz,Flake local quartz
2258,20883,BCJ area F7,13.2,32.65,4,quartz,NA
2271,20896,BCJ area F7,13.92,32.65,4,quartz,NA
2281,20906,BCJ area F7,13.3,32.65,6,quartz,NA
2312,20937,BCJ area F7,13.4,32.65,6,quartz,NA
2943,21568,BCJ area F7,15.3,32.65,3,quartz,Flake local quartz
3042,21667,BCJ area F7,15.3,32.65,6,quartz,NA
3117,21742,BCJ area F7,15.35,32.65,6,quartz,NA
3073,21698,BCJ area F7,15.4,32.65,6,quartz,NA
2986,21611,BCJ area F7,15.95,32.65,6,quartz,Flake local quartz
3032,21657,BCJ area F7,16,32.65,4,quartz,NA
3444,22069,BCJ area F7,12.3,32.65,6,chert,NA
3487,22112,BCJ area F7,12.95,32.65,6,quartz,NA
3906,22492,BCJ area F7,11.3,32.65,6,quartz,Core local quartz
2824,21449,BCJ area F7,14.125,32.656,6,quartz,NA
2484,21144,BCJ area F7,14.252,32.656,6,quartz,Flake local quartz
2870,21495,BCJ area F7,14.415,32.656,6,quartz,NA
2453,21000,BCJ area F7,14.441,32.656,4,quartz,Flake local quartz
2789,21414,BCJ area F7,14.475,32.656,6,quartz,NA
2647,21074,BCJ area F7,14.92,32.656,4,quartz,NA
2349,20965,BCJ area F7,14.33,32.656,4,silcrete,NA
2947,21572,BCJ area F7,15.1,32.656,3,quartz,Core local quartz
3121,21746,BCJ area F7,15.65,32.67,6,quartz,NA
2469,21139,BCJ area F7,14.0126,32.672,6,quartz,Core local quartz
2440,21214,BCJ area F7,14.0378,32.672,6,quartz,Flake local quartz
2597,21049,BCJ area F7,14.15,32.672,4,quartz,NA
2894,21519,BCJ area F7,14.26,32.672,6,quartz,NA
2689,21314,BCJ area F7,14.28,32.672,6,quartz,NA
2625,21063,BCJ area F7,14.54,32.672,4,quartz,NA
2489,21012,BCJ area F7,14.64,32.672,4,quartz,NA
2394,21114,BCJ area F7,14.7686,32.672,6,quartz,Flake local quartz
2785,21410,BCJ area F7,14.85,32.672,6,quartz,NA
2355,21186,BCJ area F7,14.1008,32.688,6,quartz,Flake local quartz
2360,21103,BCJ area F7,14.1764,32.688,6,quartz,Flake local quartz
2517,21155,BCJ area F7,14.2898,32.688,6,quartz,Flake local quartz
2895,21520,BCJ area F7,14.365,32.688,6,quartz,NA
2804,21429,BCJ area F7,14.395,32.688,6,quartz,NA
2379,21194,BCJ area F7,14.4914,32.688,6,quartz,Flake local quartz
2421,21123,BCJ area F7,14.4914,32.688,6,quartz,Flake local quartz
2902,21527,BCJ area F7,14.575,32.688,6,quartz,NA
2633,21067,BCJ area F7,14.835,32.688,4,quartz,NA
2680,21309,BCJ area F7,14.975,32.688,6,quartz,NA
2230,20855,BCJ area F7,13.6,32.7,6,quartz,Flake local quartz
2181,20806,BCJ area F7,13.8,32.7,4,quartz,Flake local quartz
2234,20859,BCJ area F7,13.75,32.7,4,quartz,NA
2242,20867,BCJ area F7,13.7,32.7,4,quartz,NA
2289,20914,BCJ area F7,13.25,32.7,6,quartz,NA
2295,20920,BCJ area F7,13.25,32.7,6,quartz,NA
2302,20927,BCJ area F7,13.63,32.7,6,quartz,NA
2320,20945,BCJ area F7,13.35,32.7,6,quartz,NA
2326,20951,BCJ area F7,13.35,32.7,6,quartz,NA
2333,20958,BCJ area F7,13.73,32.7,6,quartz,NA
3050,21675,BCJ area F7,15.25,32.7,6,quartz,NA
3081,21706,BCJ area F7,15.35,32.7,6,quartz,NA
3087,21712,BCJ area F7,15.35,32.7,6,quartz,NA
2991,21616,BCJ area F7,15.6,32.7,6,quartz,Flake local quartz
3063,21688,BCJ area F7,15.63,32.7,6,quartz,NA
3003,21628,BCJ area F7,15.7,32.7,4,quartz,NA
3492,22117,BCJ area F7,12.6,32.7,6,quartz,NA
3496,22121,BCJ area F7,12.75,32.7,6,quartz,NA
3443,22068,BCJ area F7,12.8,32.7,6,chert,Scraper imported
3905,22491,BCJ area F7,11.8,32.7,4,quartz,Flake local quartz
5260,NA,NA,16,32.7,NA,NA,Excavation boundary
5356,NA,NA,11,32.7,NA,NA,Excavation boundary
2693,21318,BCJ area F7,14.8,32.701,6,quartz,NA
2354,21101,BCJ area F7,14.1134,32.704,6,quartz,Flake local quartz
2927,21552,BCJ area F7,14.145,32.704,6,quartz,NA
2928,21553,BCJ area F7,14.34,32.704,6,quartz,NA
2543,21030,BCJ area F7,14.375,32.704,4,quartz,NA
2404,21202,BCJ area F7,14.405,32.704,6,quartz,Flake local quartz
2750,21375,BCJ area F7,14.43,32.704,6,quartz,NA
2586,21178,BCJ area F7,14.5166,32.704,6,quartz,Flake local quartz
2613,21057,BCJ area F7,14.545,32.704,4,quartz,NA
2598,21268,BCJ area F7,14.6804,32.704,6,quartz,Flake local quartz
2679,21090,BCJ area F7,14.91,32.704,4,quartz,NA
2994,21619,BCJ area F7,15.1,32.72,6,quartz,Core local quartz
2470,21224,BCJ area F7,14.0252,32.72,6,quartz,Flake local quartz
2705,21330,BCJ area F7,14.105,32.72,6,quartz,NA
2446,21216,BCJ area F7,14.2142,32.72,6,quartz,Flake local quartz
2520,21156,BCJ area F7,14.3024,32.72,6,quartz,Flake local quartz
2640,21289,BCJ area F7,14.6,32.72,6,quartz,NA
2541,21163,BCJ area F7,14.6804,32.72,6,quartz,Flake local quartz
2931,21556,BCJ area F7,14.765,32.72,6,quartz,NA
2941,21566,BCJ area F7,15.5,32.72,3,silcrete,NA
3099,21724,BCJ area F7,15.92,32.72,6,quartz,NA
1600,20225,BCJ area F7,14.5166,32.736,6,chert,Flake local F28
2442,21130,BCJ area F7,14.0504,32.736,6,quartz,Flake local quartz
2722,21347,BCJ area F7,14.155,32.736,6,quartz,NA
2521,21241,BCJ area F7,14.315,32.736,6,quartz,Flake local quartz
2905,21530,BCJ area F7,14.375,32.736,6,quartz,NA
2494,21232,BCJ area F7,14.4788,32.736,6,quartz,Flake local quartz
2660,21299,BCJ area F7,14.815,32.736,6,quartz,NA
2400,21116,BCJ area F7,14.9198,32.736,6,quartz,Flake local quartz
2782,21407,BCJ area F7,14.935,32.736,6,quartz,NA
2942,21567,BCJ area F7,15.8,32.736,3,silcrete,NA
2202,20827,BCJ area F7,13,32.75,6,quartz,Core local quartz
2213,20838,BCJ area F7,13.4,32.75,6,quartz,Core local quartz
2206,20831,BCJ area F7,13.45,32.75,6,quartz,Flake local quartz
2248,20873,BCJ area F7,13.3,32.75,4,quartz,NA
2256,20881,BCJ area F7,13.95,32.75,4,quartz,NA
2273,20898,BCJ area F7,13.75,32.75,4,quartz,NA
2304,20929,BCJ area F7,13.85,32.75,6,quartz,NA
3009,21634,BCJ area F7,15.3,32.75,4,quartz,NA
2974,21599,BCJ area F7,15.4,32.75,6,quartz,Flake local quartz
2967,21592,BCJ area F7,15.45,32.75,6,quartz,Flake local quartz
3034,21659,BCJ area F7,15.75,32.75,6,quartz,NA
3065,21690,BCJ area F7,15.85,32.75,6,quartz,NA
3017,21642,BCJ area F7,15.95,32.75,4,quartz,NA
3464,22089,BCJ area F7,12,32.75,4,quartz,NA
3468,22093,BCJ area F7,12.45,32.75,4,quartz,NA
3475,22100,BCJ area F7,12.4,32.75,6,quartz,NA
3926,22512,BCJ area F7,11,32.75,6,quartz,NA
2690,21315,BCJ area F7,14.135,32.752,6,quartz,NA
2760,21385,BCJ area F7,14.275,32.752,6,quartz,NA
2840,21465,BCJ area F7,14.4,32.752,6,quartz,NA
2884,21509,BCJ area F7,14.455,32.752,6,quartz,NA
2877,21502,BCJ area F7,14.47,32.752,6,quartz,NA
2845,21470,BCJ area F7,14.61,32.752,6,quartz,NA
2661,21081,BCJ area F7,14.66,32.752,4,quartz,NA
2545,21249,BCJ area F7,14.693,32.752,6,quartz,Flake local quartz
2606,21272,BCJ area F7,14.7686,32.752,6,quartz,Flake local quartz
2978,21603,BCJ area F7,15.2,32.752,6,quartz,Flake local quartz
2903,21528,BCJ area F7,14.37,32.758,6,quartz,NA
791,19425,BCJ area F7,15.25,32.768,4,quartz,Flake local quartz
2715,21340,BCJ area F7,14.11,32.768,6,quartz,NA
2665,21083,BCJ area F7,14.12,32.768,4,quartz,NA
2727,21352,BCJ area F7,14.16,32.768,6,quartz,NA
2572,21258,BCJ area F7,14.2646,32.768,6,quartz,Flake local quartz
2524,21242,BCJ area F7,14.3276,32.768,6,quartz,Flake local quartz
2897,21522,BCJ area F7,14.445,32.768,6,quartz,NA
1731,20356,BCJ area F7,13,32.784,4,silcrete,NA
2695,21320,BCJ area F7,14.205,32.784,6,quartz,NA
2486,21011,BCJ area F7,14.49,32.784,4,quartz,NA
2496,21148,BCJ area F7,14.4914,32.784,6,quartz,Flake local quartz
2916,21541,BCJ area F7,14.53,32.784,6,quartz,NA
2775,21400,BCJ area F7,14.595,32.784,6,quartz,NA
2753,21378,BCJ area F7,14.665,32.784,6,quartz,NA
2544,21164,BCJ area F7,14.7056,32.784,6,quartz,Flake local quartz
2876,21501,BCJ area F7,14.755,32.784,6,quartz,NA
2666,21302,BCJ area F7,14.775,32.784,6,quartz,NA
2431,21211,BCJ area F7,14.7938,32.784,6,quartz,Flake local quartz
792,19426,BCJ area F7,15.25,32.8,4,quartz,Flake local quartz
2754,21379,BCJ area F7,14.16,32.8,6,quartz,NA
2697,21322,BCJ area F7,14.235,32.8,6,quartz,NA
2800,21425,BCJ area F7,14.28,32.8,6,quartz,NA
2523,21157,BCJ area F7,14.3402,32.8,6,quartz,Flake local quartz
2784,21409,BCJ area F7,14.47,32.8,6,quartz,NA
2454,21134,BCJ area F7,14.4788,32.8,6,quartz,Flake local quartz
2926,21551,BCJ area F7,14.485,32.8,6,quartz,NA
2936,21561,BCJ area F7,14.495,32.8,6,quartz,NA
2189,20814,BCJ area F7,13.6,32.8,4,quartz,Flake local quartz
2212,20837,BCJ area F7,13.9,32.8,6,quartz,Flake local quartz
2201,20826,BCJ area F7,13.96,32.8,6,quartz,Flake local quartz
2261,20886,BCJ area F7,13.7,32.8,4,quartz,NA
2265,20890,BCJ area F7,13.85,32.8,4,quartz,NA
2279,20904,BCJ area F7,13.35,32.8,6,quartz,NA
2287,20912,BCJ area F7,13.8,32.8,6,quartz,NA
2310,20935,BCJ area F7,13.45,32.8,6,quartz,NA
2318,20943,BCJ area F7,13.9,32.8,6,quartz,NA
2198,20823,BCJ area F7,13.25,32.8,6,quartz,NA
2912,21537,BCJ area F7,14.82,32.8,6,quartz,NA
3040,21665,BCJ area F7,15.35,32.8,6,quartz,NA
2950,21575,BCJ area F7,15.6,32.8,3,quartz,Core local quartz
3022,21647,BCJ area F7,15.7,32.8,4,quartz,NA
3048,21673,BCJ area F7,15.8,32.8,6,quartz,NA
3026,21651,BCJ area F7,15.85,32.8,4,quartz,NA
2973,21598,BCJ area F7,15.9,32.8,6,quartz,Flake local quartz
3079,21704,BCJ area F7,15.9,32.8,6,quartz,NA
2962,21587,BCJ area F7,16,32.8,6,quartz,Flake local quartz
3460,22085,BCJ area F7,12.25,32.8,6,quartz,Flake local quartz
3451,22076,BCJ area F7,12.6,32.8,6,quartz,Core local quartz
3463,22088,BCJ area F7,12.7,32.8,4,quartz,NA
3474,22099,BCJ area F7,12.9,32.8,6,quartz,NA
3913,22499,BCJ area F7,11.6,32.8,4,quartz,NA
3922,22508,BCJ area F7,11.25,32.8,6,quartz,NA
3925,22511,BCJ area F7,11.9,32.8,6,quartz,NA
5261,NA,NA,16,32.8,NA,NA,Excavation boundary
5355,NA,NA,11,32.8,NA,NA,Excavation boundary
2406,21118,BCJ area F7,14.0882,32.816,6,quartz,Core local quartz
2736,21361,BCJ area F7,14.115,32.816,6,quartz,NA
2763,21388,BCJ area F7,14.28,32.816,6,quartz,NA
2718,21343,BCJ area F7,14.29,32.816,6,quartz,NA
2419,21207,BCJ area F7,14.4284,32.816,6,quartz,Flake local quartz
2497,21233,BCJ area F7,14.504,32.816,6,quartz,Flake local quartz
2424,21124,BCJ area F7,14.5796,32.816,6,quartz,Core local quartz
2548,21250,BCJ area F7,14.7182,32.816,6,quartz,Flake local quartz
