order,SpecimenID,Image.J.ID,Site,X,Y,Spit,Raw.material,Key,activity_area
1,1124,,BCJ area G,14.28,18.41,4,silcrete,Flake local G4,Area 1
1,1125,,BCJ area G,14.46,18.87,4,silcrete,Flake local G4,Area 1
1,1128,,BCJ area G,14.38,18.3,6,silcrete,Flake local G4,Area 1
1,1129,,BCJ area G,14.18,18.67,6,silcrete,Flake local G4,Area 1
1,1131,,BCJ area G,14.43,18.95,6,silcrete,Flake local G4,Area 1
1,1132,,BCJ area G,14.61,18.71,6,silcrete,Flake local G4,Area 1
1,1133,,BCJ area G,14.86,18.55,6,silcrete,Flake local G4,Area 1
1,1134,,BCJ area G,14.19,18.71,6,silcrete,Flake local G4,Area 1
1,1135,,BCJ area G,14.58,18.4,6,silcrete,Flake local G4,Area 1
1,1136,,BCJ area G,14.22,18.81,6,silcrete,Flake local G4,Area 1
1,1137,,BCJ area G,14.47,19,6,silcrete,Flake local G4,Area 1
1,1138,,BCJ area G,14.23,18.19,6,silcrete,Flake local G4,Area 1
1,1139,,BCJ area G,14.47,18.64,6,silcrete,Flake local G4,Area 1
1,1140,,BCJ area G,14.29,18.24,6,silcrete,Flake local G4,Area 1
1,1141,,BCJ area G,14.53,18.45,6,silcrete,Flake local G4,Area 1
1,1142,,BCJ area G,14.71,18.61,6,silcrete,Flake local G4,Area 1
1,1143,,BCJ area G,14.46,18.96,6,silcrete,Flake local G4,Area 1
1,1150,,BCJ area G,14.23,18.5,8,silcrete,Flake local G4,Area 1
1,1151,,BCJ area G,14.06,18.75,8,silcrete,Flake local G4,Area 1
1,1152,,BCJ area G,14.07,18,8,silcrete,Flake local G4,Area 1
1,1154,,BCJ area G,14.89,18.37,8,silcrete,Flake local G4,Area 1
1,1155,,BCJ area G,14.54,18.62,8,silcrete,Flake local G4,Area 1
1,1156,,BCJ area G,14.08,18.37,8,silcrete,Flake local G4,Area 1
1,1157,,BCJ area G,14.11,18.1,8,silcrete,Flake local G4,Area 1
1,1158,,BCJ area G,14.06,18.47,8,silcrete,Flake local G4,Area 1
1,1160,,BCJ area G,14.74,18.35,8,silcrete,Flake local G4,Area 1
1,1161,,BCJ area G,14.92,18.51,8,silcrete,Flake local G4,Area 1
1,1162,,BCJ area G,14.06,18.76,8,silcrete,Flake local G4,Area 1
1,1163,,BCJ area G,14.85,18.51,8,silcrete,Flake local G4,Area 1
1,1164,,BCJ area G,14.82,18.2,8,silcrete,Flake local G4,Area 1
1,1165,,BCJ area G,14.22,18.61,8,silcrete,Flake local G4,Area 1
1,1167,,BCJ area G,14.23,18.05,10,silcrete,Flake local G4,Area 1
1,1168,,BCJ area G,14.97,18.26,10,silcrete,Flake local G4,Area 1
1,1169,,BCJ area G,14.29,18.1,10,silcrete,Flake local G4,Area 1
1,1170,,BCJ area G,14.53,18.31,10,silcrete,Flake local G4,Area 1
1,1171,,BCJ area G,14.71,18.47,10,silcrete,Flake local G4,Area 1
1,1185,,BCJ area G,17.01,23.16,4,silcrete,Flake local G4,Area 1
1,1192,,BCJ area G,17.3,23.51,6,silcrete,Flake local G4,Area 1
1,1193,,BCJ area G,17.14,23.2,6,silcrete,Flake local G4,Area 1
1,1209,,BCJ area G,13,18,2,silcrete,Flake local G4,Area 1
1,1211,,BCJ area G,13.52,18.37,4,silcrete,Flake local G4,Area 1
1,1212,,BCJ area G,13.87,18.62,4,silcrete,Flake local G4,Area 1
1,1213,,BCJ area G,13.01,18.37,4,silcrete,Flake local G4,Area 1
1,1214,,BCJ area G,13.94,18.1,4,silcrete,Flake local G4,Area 1
1,1215,,BCJ area G,13.24,18.47,4,silcrete,Flake local G4,Area 1
1,1219,,BCJ area G,13.82,18.76,6,silcrete,Flake local G4,Area 1
1,1220,,BCJ area G,13.15,18.51,6,silcrete,Flake local G4,Area 1
1,1221,,BCJ area G,13.95,18.2,6,silcrete,Flake local G4,Area 1
1,1222,,BCJ area G,13.25,18.61,6,silcrete,Flake local G4,Area 1
1,1223,,BCJ area G,13.54,18.86,6,silcrete,Flake local G4,Area 1
1,1224,,BCJ area G,13.26,18.05,6,silcrete,Flake local G4,Area 1
1,1225,,BCJ area G,13.54,18.26,6,silcrete,Backed artefact local G4,Area 1
1,1226,,BCJ area G,13.32,18.1,6,silcrete,Flake local G4,Area 1
1,1227,,BCJ area G,13.66,18.31,6,silcrete,Flake local G4,Area 1
1,1228,,BCJ area G,13.74,18.47,6,silcrete,Flake local G4,Area 1
1,1229,,BCJ area G,13.99,18.72,6,silcrete,Flake local G4,Area 1
1,1230,,BCJ area G,13.33,18.47,6,silcrete,Flake local G4,Area 1
1,1231,,BCJ area G,13.66,18.2,6,silcrete,Flake local G4,Area 1
1,1232,,BCJ area G,13.56,18.57,6,silcrete,Flake local G4,Area 1
1,1233,,BCJ area G,13.46,18.2,6,silcrete,Flake local G4,Area 1
1,1234,,BCJ area G,13.71,18.45,6,silcrete,Flake local G4,Area 1
1,1235,,BCJ area G,13.89,18.61,6,silcrete,Flake local G4,Area 1
1,1236,,BCJ area G,13.74,18.86,6,silcrete,Flake local G4,Area 1
1,1237,,BCJ area G,13.47,18.61,6,silcrete,Flake local G4,Area 1
1,1238,,BCJ area G,13.47,18.3,6,silcrete,Flake local G4,Area 1
1,1239,,BCJ area G,13.71,18.51,6,silcrete,Flake local G4,Area 1
1,1241,,BCJ area G,13.84,18.92,6,silcrete,Flake local G4,Area 1
1,1246,,BCJ area G,13.36,18.65,8,silcrete,Core local G4,Area 1
1,1247,,BCJ area G,13.64,18.81,8,silcrete,Flake local G4,Area 1
1,1248,,BCJ area G,13.89,18.65,8,silcrete,Flake local G4,Area 1
1,1249,,BCJ area G,13.12,18.81,8,silcrete,Flake local G4,Area 1
1,1250,,BCJ area G,13.91,18.5,8,silcrete,Flake local G4,Area 1
1,1251,,BCJ area G,13.21,18.91,8,silcrete,Flake local G4,Area 1
1,1252,,BCJ area G,13.66,19.16,8,silcrete,Flake local G4,Area 1
1,1253,,BCJ area G,13.32,18.35,8,silcrete,Flake local G4,Area 1
1,1254,,BCJ area G,13.66,18.56,8,silcrete,Backed artefact local G4,Area 1
1,1255,,BCJ area G,13.48,18.4,8,silcrete,Flake local G4,Area 1
1,1256,,BCJ area G,13.72,18.61,8,silcrete,Flake local G4,Area 1
1,1261,,BCJ area G,13.14,18.87,10,silcrete,Flake local G4,Area 1
1,1269,,BCJ area G,16,19,4,silcrete,Flake local G4,Area 1
1,1277,,BCJ area G,16.04,19.1,6,silcrete,Flake local G4,Area 1
1,1278,,BCJ area G,16.29,19.35,6,silcrete,Flake local G4,Area 1
1,1279,,BCJ area G,16.47,19.01,6,silcrete,Flake local G4,Area 1
1,1280,,BCJ area G,16.72,19.76,6,silcrete,Flake local G4,Area 1
1,1281,,BCJ area G,16.05,19.51,6,silcrete,Flake local G4,Area 1
1,1282,,BCJ area G,16.75,19.2,6,silcrete,Flake local G4,Area 1
1,1283,,BCJ area G,16.15,19.71,6,silcrete,Flake local G4,Area 1
1,1284,,BCJ area G,16.4,19.86,6,silcrete,Flake local G4,Area 1
1,1294,,BCJ area G,16.36,19.77,8,silcrete,Flake local G4,Area 1
1,1295,,BCJ area G,16.26,19.2,8,silcrete,Flake local G4,Area 1
1,1296,,BCJ area G,16.51,19.45,8,silcrete,Flake local G4,Area 1
1,1298,,BCJ area G,16.94,19.86,10,silcrete,Core local G4,Area 1
1,1299,,BCJ area G,16.27,19.61,10,silcrete,Flake local G4,Area 1
1,1300,,BCJ area G,16.27,19.3,10,silcrete,Flake local G4,Area 1
1,1301,,BCJ area G,16.51,19.51,10,silcrete,Flake local G4,Area 1
1,1302,,BCJ area G,16.69,19.97,10,silcrete,Flake local G4,Area 1
1,1303,,BCJ area G,16.94,19.92,10,silcrete,Flake local G4,Area 1
1,1304,,BCJ area G,16.28,19.67,10,silcrete,Flake local G4,Area 1
1,1305,,BCJ area G,16.61,19.4,10,silcrete,Flake local G4,Area 1
1,1311,,BCJ area G,16.02,19.81,12,silcrete,Flake local G4,Area 1
1,1315,,BCJ area G,13,18,4,silcrete,Flake local G4,Area 1
1,1316,,BCJ area G,12.24,18.21,4,silcrete,Flake local G4,Area 1
1,1318,,BCJ area G,12.67,18.62,4,silcrete,Flake local G4,Area 1
1,1319,,BCJ area G,12.81,18.37,4,silcrete,Flake local G4,Area 1
1,1320,,BCJ area G,12.74,18.1,4,silcrete,Flake local G4,Area 1
1,1324,,BCJ area G,12.87,18.51,6,silcrete,Flake local G4,Area 1
1,1325,,BCJ area G,12.72,18.76,6,silcrete,Flake local G4,Area 1
1,1326,,BCJ area G,12.05,18.04,6,silcrete,Flake local G4,Area 1
1,1327,,BCJ area G,12.75,18.12,6,silcrete,Flake local G4,Area 1
1,1328,,BCJ area G,12.15,18.01,6,silcrete,Flake local G4,Area 1
1,1329,,BCJ area G,12.5,18.86,6,silcrete,Flake local G4,Area 1
1,1330,,BCJ area G,12.16,18.05,6,silcrete,Flake local G4,Area 1
1,1331,,BCJ area G,12.4,18.26,6,silcrete,Flake local G4,Area 1
1,1332,,BCJ area G,12.12,18.1,6,silcrete,Flake local G4,Area 1
1,1334,,BCJ area G,12.64,18.87,6,silcrete,Flake local G4,Area 1
1,1335,,BCJ area G,12.99,18.72,6,silcrete,Flake local G4,Area 1
1,1336,,BCJ area G,12.13,18.47,6,silcrete,Flake local G4,Area 1
1,1337,,BCJ area G,12.96,18.2,6,silcrete,Flake local G4,Area 1
1,1338,,BCJ area G,12.36,18.57,6,silcrete,Flake local G4,Area 1
1,1340,,BCJ area G,12.51,18.45,8,silcrete,Flake local G4,Area 1
1,1341,,BCJ area G,12.89,18.61,8,silcrete,Flake local G4,Area 1
1,1343,,BCJ area G,12.27,18.51,8,silcrete,Flake local G4,Area 1
1,1344,,BCJ area G,12.22,18.3,8,silcrete,Flake local G4,Area 1
1,1345,,BCJ area G,12.51,18.51,8,silcrete,Flake local G4,Area 1
1,1346,,BCJ area G,12.69,18.97,8,silcrete,Flake local G4,Area 1
1,1348,,BCJ area G,12.58,18.77,8,silcrete,Flake local G4,Area 1
1,1349,,BCJ area G,12.61,18.4,8,silcrete,Flake local G4,Area 1
1,1350,,BCJ area G,12.01,18.77,8,silcrete,Flake local G4,Area 1
1,1352,,BCJ area G,12.26,18.65,8,silcrete,Flake local G4,Area 1
1,1353,,BCJ area G,12.44,18.81,8,silcrete,Flake local G4,Area 1
1,1354,,BCJ area G,12.85,18.65,8,silcrete,Flake local G4,Area 1
1,1355,,BCJ area G,12.02,18.81,8,silcrete,Flake local G4,Area 1
1,1357,,BCJ area G,12.21,18.91,8,silcrete,Flake local G4,Area 1
1,1358,,BCJ area G,12.56,18.97,8,silcrete,Flake local G4,Area 1
1,1359,,BCJ area G,12.22,18.16,8,silcrete,Flake local G4,Area 1
1,1363,,BCJ area G,12.7,18.58,10,silcrete,Flake local G4,Area 1
1,1375,,BCJ area G,15.24,19.31,4,silcrete,Flake local G4,Area 1
1,1376,,BCJ area G,15.42,19.47,4,silcrete,Flake local G4,Area 1
1,1377,,BCJ area G,15.67,19.92,4,silcrete,Flake local G4,Area 1
1,1378,,BCJ area G,15.01,19.47,4,silcrete,Flake local G4,Area 1
1,1379,,BCJ area G,15.74,19.01,4,silcrete,Backed artefact local G4,Area 1
1,1380,,BCJ area G,15.14,19.57,4,silcrete,Flake local G4,Area 1
1,1385,,BCJ area G,15.05,19.71,6,silcrete,Core local G4,Area 1
1,1386,,BCJ area G,15.75,19.2,6,silcrete,Flake local G4,Area 1
1,1387,,BCJ area G,15.15,19.81,6,silcrete,Flake local G4,Area 1
1,1388,,BCJ area G,15.4,19.66,6,silcrete,Flake local G4,Area 1
1,1389,,BCJ area G,15.16,19.05,6,silcrete,Flake local G4,Area 1
1,1390,,BCJ area G,15.4,19.36,6,silcrete,Flake local G4,Area 1
1,1391,,BCJ area G,15.22,19.01,6,silcrete,Flake local G4,Area 1
1,1392,,BCJ area G,15.46,19.41,6,silcrete,Flake local G4,Area 1
1,1393,,BCJ area G,15.64,19.67,6,silcrete,Flake local G4,Area 1
1,1394,,BCJ area G,15.89,19.92,6,silcrete,Flake local G4,Area 1
1,1395,,BCJ area G,15.23,19.67,6,silcrete,Flake local G4,Area 1
1,1396,,BCJ area G,15.96,19.2,6,silcrete,Flake local G4,Area 1
1,1397,,BCJ area G,15.36,19.87,6,silcrete,Flake local G4,Area 1
1,1398,,BCJ area G,15.26,19.2,6,silcrete,Flake local G4,Area 1
1,1399,,BCJ area G,15.51,19.55,6,silcrete,Flake local G4,Area 1
1,1400,,BCJ area G,15.69,19.81,6,silcrete,Flake local G4,Area 1
1,1401,,BCJ area G,15.94,19.86,6,silcrete,Flake local G4,Area 1
1,1402,,BCJ area G,15.27,19.81,6,silcrete,Flake local G4,Area 1
1,1403,,BCJ area G,15.27,19.3,6,silcrete,Flake local G4,Area 1
1,1404,,BCJ area G,15.51,19.71,6,silcrete,Flake local G4,Area 1
1,1405,,BCJ area G,15.69,19.97,6,silcrete,Flake local G4,Area 1
1,1419,,BCJ area G,15.22,19.45,8,silcrete,Flake local G4,Area 1
1,1420,,BCJ area G,15.46,19.76,8,silcrete,Flake local G4,Area 1
1,1422,,BCJ area G,15.52,19.91,8,silcrete,Flake local G4,Area 1
1,1423,,BCJ area G,15.7,19.27,8,silcrete,Flake local G4,Area 1
1,1424,,BCJ area G,15.45,19.72,8,silcrete,Flake local G4,Area 1
1,1425,,BCJ area G,15.29,19.47,8,silcrete,Flake local G4,Area 1
1,1426,,BCJ area G,15.4,19.65,8,silcrete,Flake local G4,Area 1
1,1427,,BCJ area G,15.04,19.07,8,silcrete,Flake local G4,Area 1
1,1428,,BCJ area G,15.04,19.65,8,silcrete,Flake local G4,Area 1
1,1439,,BCJ area G,15,19,10,silcrete,Flake local G4,Area 1
1,1440,,BCJ area G,15.51,19.29,10,silcrete,Flake local G4,Area 1
1,1441,,BCJ area G,15.76,19.54,10,silcrete,Flake local G4,Area 1
1,1445,,BCJ area G,15.84,19.39,12,silcrete,Flake local G4,Area 1
1,1453,,BCJ area G,14.8,19,4,silcrete,Flake local G4,Area 1
1,1454,,BCJ area G,14.24,19.21,4,silcrete,Flake local G4,Area 1
1,1455,,BCJ area G,14.42,19.37,4,silcrete,Flake local G4,Area 1
1,1456,,BCJ area G,14.77,19.62,4,silcrete,Flake local G4,Area 1
1,1457,,BCJ area G,14.01,19.37,4,silcrete,Flake local G4,Area 1
1,1462,,BCJ area G,14.57,19.51,6,silcrete,Flake local G4,Area 1
1,1463,,BCJ area G,14.72,19.76,6,silcrete,Flake local G4,Area 1
1,1464,,BCJ area G,14.65,19.21,6,silcrete,Flake local G4,Area 1
1,1465,,BCJ area G,14.75,19.2,6,silcrete,Flake local G4,Area 1
1,1466,,BCJ area G,14.85,19.21,6,silcrete,Flake local G4,Area 1
1,1467,,BCJ area G,14.4,19.86,6,silcrete,Flake local G4,Area 1
1,1468,,BCJ area G,14.86,19.05,6,silcrete,Flake local G4,Area 1
1,1469,,BCJ area G,14.4,19.26,6,silcrete,Flake local G4,Area 1
1,1470,,BCJ area G,14.92,19.1,6,silcrete,Flake local G4,Area 1
1,1471,,BCJ area G,14.96,19.31,6,silcrete,Flake local G4,Area 1
1,1472,,BCJ area G,14.64,19.47,6,silcrete,Flake local G4,Area 1
1,1473,,BCJ area G,14.89,19.72,6,silcrete,Flake local G4,Area 1
1,1474,,BCJ area G,14.23,19.47,6,silcrete,Flake local G4,Area 1
1,1475,,BCJ area G,14.96,19.2,6,silcrete,Flake local G4,Area 1
1,1476,,BCJ area G,14.36,19.57,6,silcrete,Flake local G4,Area 1
1,1477,,BCJ area G,14.26,19.2,6,silcrete,Flake local G4,Area 1
1,1478,,BCJ area G,14.61,19.45,6,silcrete,Flake local G4,Area 1
1,1479,,BCJ area G,14.69,19.61,6,silcrete,Flake local G4,Area 1
1,1480,,BCJ area G,14.94,19.86,6,silcrete,Flake local G4,Area 1
1,1481,,BCJ area G,14.27,19.61,6,silcrete,Flake local G4,Area 1
1,1482,,BCJ area G,14.27,19.3,6,silcrete,Flake local G4,Area 1
1,1483,,BCJ area G,14.61,19.51,6,silcrete,Flake local G4,Area 1
1,1484,,BCJ area G,14.69,19.67,6,silcrete,Flake local G4,Area 1
1,1489,,BCJ area G,14,19,8,silcrete,Flake local G4,Area 1
1,1490,,BCJ area G,14.35,19.25,8,silcrete,Backed artefact imported,Area 1
1,1491,,BCJ area G,14.43,19.41,8,silcrete,Flake local G4,Area 1
1,1492,,BCJ area G,14.78,19.25,8,silcrete,Flake local G4,Area 1
1,1493,,BCJ area G,14.01,19.41,8,silcrete,Flake local G4,Area 1
1,1494,,BCJ area G,14.71,19.1,8,silcrete,Flake local G4,Area 1
1,1495,,BCJ area G,14.11,19.51,8,silcrete,Flake local G4,Area 1
1,1496,,BCJ area G,14.56,19.76,8,silcrete,Flake local G4,Area 1
1,1497,,BCJ area G,14.22,19.15,8,silcrete,Flake local G4,Area 1
1,1498,,BCJ area G,14.56,19.36,8,silcrete,Flake local G4,Area 1
1,1499,,BCJ area G,14.28,19.2,8,silcrete,Flake local G4,Area 1
1,1500,,BCJ area G,14.62,19.41,8,silcrete,Flake local G4,Area 1
1,1501,,BCJ area G,14.67,19.57,8,silcrete,Flake local G4,Area 1
1,1503,,BCJ area G,14.39,19.57,8,silcrete,Flake local G4,Area 1
1,1504,,BCJ area G,14.34,19.3,8,silcrete,Flake local G4,Area 1
1,1506,,BCJ area G,14.04,19.3,8,silcrete,Flake local G4,Area 1
1,1507,,BCJ area G,14.79,19.15,8,silcrete,Flake local G4,Area 1
1,1508,,BCJ area G,14.57,19.71,8,silcrete,Flake local G4,Area 1
1,1509,,BCJ area G,14.22,19.46,8,silcrete,Flake local G4,Area 1
1,1510,,BCJ area G,14.95,19.11,8,silcrete,Flake local G4,Area 1
1,1512,,BCJ area G,14.3,19.6,8,silcrete,Backed artefact imported,Area 1
1,1513,,BCJ area G,14.5,19.5,8,chert,Backed artefact imported,Area 1
1,1516,,BCJ area G,14.16,19.13,10,silcrete,Flake local G4,Area 1
1,1517,,BCJ area G,14.15,19.5,10,silcrete,Flake local G4,Area 1
1,1525,,BCJ area G,13,19,4,silcrete,Flake local G4,Area 1
1,1526,,BCJ area G,13.34,19.21,4,silcrete,Flake local G4,Area 1
1,1527,,BCJ area G,13.52,19.37,6,silcrete,Flake local G4,Area 1
1,1528,,BCJ area G,13.77,19.62,6,silcrete,Flake local G4,Area 1
1,1529,,BCJ area G,13.01,19.37,6,silcrete,Flake local G4,Area 1
1,1530,,BCJ area G,13.84,19.1,6,silcrete,Flake local G4,Area 1
1,1531,,BCJ area G,13.24,19.47,6,silcrete,Flake local G4,Area 1
1,1532,,BCJ area G,13.04,19.1,6,silcrete,Flake local G4,Area 1
1,1533,,BCJ area G,13.49,19.35,6,silcrete,Flake local G4,Area 1
1,1534,,BCJ area G,13.67,19.51,6,silcrete,Flake local G4,Area 1
1,1535,,BCJ area G,13.82,19.76,6,silcrete,Flake local G4,Area 1
1,1537,,BCJ area G,13.85,19.2,6,silcrete,Flake local G4,Area 1
1,1538,,BCJ area G,13.35,19.61,6,silcrete,Flake local G4,Area 1
1,1539,,BCJ area G,13.45,19.5,8,silcrete,Flake local G4,Area 1
1,1541,,BCJ area G,13.68,19.31,8,silcrete,Flake local G4,Area 1
1,1542,,BCJ area G,13.06,19.15,8,silcrete,Flake local G4,Area 1
1,1543,,BCJ area G,13.43,19.36,8,silcrete,Backed artefact local G4,Area 1
1,1544,,BCJ area G,13.68,19.52,8,silcrete,Flake local G4,Area 1
1,1545,,BCJ area G,13.83,19.77,8,silcrete,Flake local G4,Area 1
1,1546,,BCJ area G,13.17,19.52,8,silcrete,Flake local G4,Area 1
1,1548,,BCJ area G,13.32,19.62,8,silcrete,Flake local G4,Area 1
1,1549,,BCJ area G,13.1,19.25,8,silcrete,Flake local G4,Area 1
1,1550,,BCJ area G,13.55,19.5,8,silcrete,Flake local G4,Area 1
1,1552,,BCJ area G,13.98,19.91,8,silcrete,Flake local G4,Area 1
1,1553,,BCJ area G,13.21,19.66,8,silcrete,Backed artefact local G4,Area 1
1,1554,,BCJ area G,13.21,19.35,8,silcrete,Flake local G4,Area 1
1,1555,,BCJ area G,13.55,19.56,8,silcrete,Flake local G4,Area 1
1,1556,,BCJ area G,13.63,19.72,8,silcrete,Flake local G4,Area 1
1,1557,,BCJ area G,13.98,19.97,8,silcrete,Flake local G4,Area 1
1,1558,,BCJ area G,13.22,19.72,8,silcrete,Flake local G4,Area 1
1,1559,,BCJ area G,13.55,19.45,8,silcrete,Flake local G4,Area 1
1,1560,,BCJ area G,13.95,19.82,8,silcrete,Flake local G4,Area 1
1,1561,,BCJ area G,13.75,19.45,8,silcrete,Flake local G4,Area 1
1,1562,,BCJ area G,13.1,19.7,8,silcrete,Flake local G4,Area 1
1,1564,,BCJ area G,13.73,19.7,8,silcrete,Flake local G4,Area 1
1,1571,,BCJ area G,13,20,4,silcrete,Backed artefact local G4,Area 1
1,1574,,BCJ area G,13.77,20.72,6,silcrete,Flake local G4,Area 1
1,1575,,BCJ area G,13.01,20.97,6,silcrete,Flake local G4,Area 1
1,1576,,BCJ area G,13.84,20.1,6,silcrete,Flake local G4,Area 1
1,1577,,BCJ area G,13.24,20.47,6,silcrete,Flake local G4,Area 1
1,1578,,BCJ area G,13.14,20.1,6,silcrete,Flake local G4,Area 1
1,1579,,BCJ area G,13.59,20.35,6,silcrete,Flake local G4,Area 1
1,1580,,BCJ area G,13.67,20.51,6,silcrete,Flake local G4,Area 1
1,1581,,BCJ area G,13.82,20.76,6,silcrete,Flake local G4,Area 1
1,1582,,BCJ area G,13.15,20.91,6,silcrete,Flake local G4,Area 1
1,1584,,BCJ area G,13.25,20.61,6,silcrete,Flake local G4,Area 1
1,1585,,BCJ area G,13.64,20.86,6,silcrete,Flake local G4,Area 1
1,1586,,BCJ area G,13.36,20.05,6,silcrete,Flake local G4,Area 1
1,1593,,BCJ area G,13.96,20.2,8,silcrete,Flake local G4,Area 1
1,1594,,BCJ area G,13.56,20.57,8,silcrete,Flake local G4,Area 1
1,1595,,BCJ area G,13.36,20.2,8,silcrete,Flake local G4,Area 1
1,1596,,BCJ area G,13.71,20.45,8,silcrete,Flake local G4,Area 1
1,1597,,BCJ area G,13.89,20.61,8,silcrete,Flake local G4,Area 1
1,1598,,BCJ area G,13.94,20.86,8,silcrete,Flake local G4,Area 1
1,1599,,BCJ area G,13.47,20.61,8,silcrete,Flake local G4,Area 1
1,1600,,BCJ area G,13.47,20.3,10,silcrete,Flake local G4,Area 1
1,1604,,BCJ area G,14,20,2,silcrete,Flake local G4,Area 1
1,1605,,BCJ area G,14.24,20.21,4,silcrete,Flake local G4,Area 1
1,1606,,BCJ area G,14.42,20.37,4,silcrete,Flake local G4,Area 1
1,1607,,BCJ area G,14.67,20.62,4,silcrete,Flake local G4,Area 1
1,1608,,BCJ area G,14.01,20.37,4,silcrete,Backed artefact local G4,Area 1
1,1609,,BCJ area G,14.74,20.1,4,silcrete,Flake local G4,Area 1
1,1610,,BCJ area G,14.14,20.47,4,silcrete,Flake local G4,Area 1
1,1611,,BCJ area G,14.04,20.1,4,silcrete,Flake local G4,Area 1
1,1612,,BCJ area G,14.29,20.35,4,silcrete,Flake local G4,Area 1
1,1613,,BCJ area G,14.47,20.51,4,silcrete,Flake local G4,Area 1
1,1614,,BCJ area G,14.72,20.76,4,silcrete,Flake local G4,Area 1
1,1616,,BCJ area G,14.75,20.2,4,silcrete,Flake local G4,Area 1
1,1618,,BCJ area G,14.4,20.86,4,silcrete,Flake local G4,Area 1
1,1619,,BCJ area G,14.16,20.05,4,silcrete,Flake local G4,Area 1
1,1621,,BCJ area G,14.22,20.1,4,silcrete,Flake local G4,Area 1
1,1622,,BCJ area G,14.46,20.31,4,silcrete,Flake local G4,Area 1
1,1623,,BCJ area G,14.64,20.47,4,silcrete,Flake local G4,Area 1
1,1624,,BCJ area G,14.89,20.72,4,silcrete,Flake local G4,Area 1
1,1625,,BCJ area G,14.23,20.47,4,silcrete,Backed artefact local G4,Area 1
1,1630,,BCJ area G,14.69,20.61,6,silcrete,Scraper imported,Area 1
1,1631,,BCJ area G,14.94,20.86,6,silcrete,Flake local G4,Area 1
1,1632,,BCJ area G,14.27,20.61,6,silcrete,Flake local G4,Area 1
1,1633,,BCJ area G,14.27,20.3,6,silcrete,Flake local G4,Area 1
1,1634,,BCJ area G,14.51,20.51,6,silcrete,Flake local G4,Area 1
1,1635,,BCJ area G,14.69,20.67,6,silcrete,Flake local G4,Area 1
1,1636,,BCJ area G,14.94,20.92,6,silcrete,Flake local G4,Area 1
1,1637,,BCJ area G,14.28,20.67,6,silcrete,Flake local G4,Area 1
1,1638,,BCJ area G,14.61,20.4,6,silcrete,Flake local G4,Area 1
1,1639,,BCJ area G,14.01,20.77,6,silcrete,Flake local G4,Area 1
1,1640,,BCJ area G,14.01,20.4,6,silcrete,Flake local G4,Area 1
1,1641,,BCJ area G,14.26,20.65,6,silcrete,Flake local G4,Area 1
1,1642,,BCJ area G,14.5,20.3,6,chert,Backed artefact imported,Area 1
1,1645,,BCJ area G,14.81,20.5,8,silcrete,Flake local G4,Area 1
1,1646,,BCJ area G,14.21,20.91,8,silcrete,Flake local G4,Area 1
1,1647,,BCJ area G,14.46,20.92,8,silcrete,Flake local G4,Area 1
1,1648,,BCJ area G,14.22,20.11,8,silcrete,Flake local G4,Area 1
1,1649,,BCJ area G,14.46,20.32,8,silcrete,Flake local G4,Area 1
1,1650,,BCJ area G,14.28,20.16,8,silcrete,Flake local G4,Area 1
1,1651,,BCJ area G,14.52,20.37,8,silcrete,Flake local G4,Area 1
1,1652,,BCJ area G,14.7,20.53,8,silcrete,Flake local G4,Area 1
1,1653,,BCJ area G,14.45,20.28,8,silcrete,Flake local G4,Area 1
1,1655,,BCJ area G,14.4,20.26,8,silcrete,Flake local G4,Area 1
1,1656,,BCJ area G,14.04,20.63,8,silcrete,Flake local G4,Area 1
1,1657,,BCJ area G,14.04,20.26,8,silcrete,Flake local G4,Area 1
1,1658,,BCJ area G,14.29,20.51,8,silcrete,Flake local G4,Area 1
1,1659,,BCJ area G,14.47,20.67,8,silcrete,Flake local G4,Area 1
1,1660,,BCJ area G,14.22,20.42,8,silcrete,Flake local G4,Area 1
1,1661,,BCJ area G,14.05,20.67,8,silcrete,Flake local G4,Area 1
1,1662,,BCJ area G,14.07,20.09,8,silcrete,Backed artefact local G4,Area 1
1,1663,,BCJ area G,14.31,20.3,8,silcrete,Flake local G4,Area 1
1,1664,,BCJ area G,14.49,20.46,8,silcrete,Flake local G4,Area 1
1,1665,,BCJ area G,14.54,20.71,8,silcrete,Flake local G4,Area 1
1,1666,,BCJ area G,14.08,20.46,8,silcrete,Flake local G4,Area 1
1,1667,,BCJ area G,14.11,20.19,8,silcrete,Flake local G4,Area 1
1,1668,,BCJ area G,14.05,20.56,8,silcrete,Flake local G4,Area 1
1,1669,,BCJ area G,14.49,20.19,8,silcrete,Flake local G4,Area 1
1,1670,,BCJ area G,14.74,20.44,8,silcrete,Flake local G4,Area 1
1,1671,,BCJ area G,14.92,20.6,8,silcrete,Flake local G4,Area 1
1,1672,,BCJ area G,14.05,20.85,8,silcrete,Flake local G4,Area 1
1,1673,,BCJ area G,14.5,20.6,8,silcrete,Flake local G4,Area 1
1,1674,,BCJ area G,14.82,20.29,8,silcrete,Flake local G4,Area 1
1,1675,,BCJ area G,14.22,20.7,8,silcrete,Flake local G4,Area 1
1,1676,,BCJ area G,14.47,20.95,8,silcrete,Flake local G4,Area 1
1,1677,,BCJ area G,14.23,20.14,8,silcrete,Flake local G4,Area 1
1,1678,,BCJ area G,14.47,20.35,8,silcrete,Flake local G4,Area 1
