order,SpecimenID,Image.J.ID,Site,Pit,X,Y,Spit,TP.spit,Category,Raw.material,artefact,Key,activity_area,Nodule,Retouch,Use wear,CONJOIN SET,Breakage
1,1328,,BCJ area G,G9T,12.15,18.01,6,3 (20-30cm),"Angular shatter, non-diagnostic",silcrete,,Flake local G4,Area 1,G4,no,,NA,
1,1329,,BCJ area G,G9T,12.5,18.86,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,3
1,1330,,BCJ area G,G9T,12.16,18.05,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,4
1,1331,,BCJ area G,G9T,12.4,18.26,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1332,,BCJ area G,G9T,12.12,18.1,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1334,,BCJ area G,G9T,12.64,18.87,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1335,,BCJ area G,G9T,12.99,18.72,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1336,,BCJ area G,G9T,12.13,18.47,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1337,,BCJ area G,G9T,12.96,18.2,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1338,,BCJ area G,G9T,12.36,18.57,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1340,,BCJ area G,G9T,12.51,18.45,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,G4MD,1
1,1341,,BCJ area G,G9T,12.89,18.61,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,G4MA,3
1,1343,,BCJ area G,G9T,12.27,18.51,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1344,,BCJ area G,G9T,12.22,18.3,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,3
1,1345,,BCJ area G,G9T,12.51,18.51,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1346,,BCJ area G,G9T,12.69,18.97,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,6
1,1348,,BCJ area G,G9T,12.58,18.77,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,3
1,1349,,BCJ area G,G9T,12.61,18.4,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1350,,BCJ area G,G9T,12.01,18.77,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,3
1,1352,,BCJ area G,G9T,12.26,18.65,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1353,,BCJ area G,G9T,12.44,18.81,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1354,,BCJ area G,G9T,12.85,18.65,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,3
1,1355,,BCJ area G,G9T,12.02,18.81,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1357,,BCJ area G,G9T,12.21,18.91,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1358,,BCJ area G,G9T,12.56,18.97,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1359,,BCJ area G,G9T,12.22,18.16,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,6
1,1363,,BCJ area G,G9T,12.7,18.58,10,5 (40-50cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,2
1,1375,,BCJ area G,G9U,15.24,19.31,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,2
1,1376,,BCJ area G,G9U,15.42,19.47,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,3
1,1377,,BCJ area G,G9U,15.67,19.92,4,2 (10-20cm),"Shatter, non-diagnostic",silcrete,,Flake local G4,Area 1,G4R,no,No,NA,
1,1378,,BCJ area G,G9U,15.01,19.47,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1379,,BCJ area G,G9U,15.74,19.01,4,2 (10-20cm),Flake,silcrete,Backed artefact,Backed artefact local G4,Area 1,G4,backed,No,NA,3
1,1380,,BCJ area G,G9U,15.14,19.57,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1385,,BCJ area G,G9U,15.05,19.71,6,3 (20-30cm),Core,silcrete,,Core local G4,Area 1,G4R,,,G4RA,
1,1386,,BCJ area G,G9U,15.75,19.2,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1387,,BCJ area G,G9U,15.15,19.81,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4D,1
1,1388,,BCJ area G,G9U,15.4,19.66,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,2
1,1389,,BCJ area G,G9U,15.16,19.05,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1390,,BCJ area G,G9U,15.4,19.36,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1391,,BCJ area G,G9U,15.22,19.01,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1392,,BCJ area G,G9U,15.46,19.41,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4AU,3
1,1393,,BCJ area G,G9U,15.64,19.67,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,6
1,1394,,BCJ area G,G9U,15.89,19.92,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1395,,BCJ area G,G9U,15.23,19.67,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1396,,BCJ area G,G9U,15.96,19.2,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1397,,BCJ area G,G9U,15.36,19.87,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,1
1,1398,,BCJ area G,G9U,15.26,19.2,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4T,3
1,1399,,BCJ area G,G9U,15.51,19.55,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1400,,BCJ area G,G9U,15.69,19.81,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1401,,BCJ area G,G9U,15.94,19.86,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1402,,BCJ area G,G9U,15.27,19.81,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,6
1,1403,,BCJ area G,G9U,15.27,19.3,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1404,,BCJ area G,G9U,15.51,19.71,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1405,,BCJ area G,G9U,15.69,19.97,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4F,3
1,1419,,BCJ area G,G9U,15.22,19.45,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1420,,BCJ area G,G9U,15.46,19.76,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,4
1,1422,,BCJ area G,G9U,15.52,19.91,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1423,,BCJ area G,G9U,15.7,19.27,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4F,3
1,1424,,BCJ area G,G9U,15.45,19.72,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1425,,BCJ area G,G9U,15.29,19.47,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4AG,6
1,1426,,BCJ area G,G9U,15.4,19.65,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1427,,BCJ area G,G9U,15.04,19.07,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1428,,BCJ area G,G9U,15.04,19.65,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1439,,BCJ area G,G9U,15,19,10,5 (40-50cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RC,3
1,1440,,BCJ area G,G9U,15.51,19.29,10,5 (40-50cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RE,1
1,1441,,BCJ area G,G9U,15.76,19.54,10,5 (40-50cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1445,,BCJ area G,G9U,15.84,19.39,12,6 (50-60cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1453,,BCJ area G,G9V,14.8,19,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1454,,BCJ area G,G9V,14.24,19.21,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1455,,BCJ area G,G9V,14.42,19.37,4,2 (10-20cm),"Angular shatter, non-diagnostic",silcrete,,Flake local G4,Area 1,G4,no,No,NA,
1,1456,,BCJ area G,G9V,14.77,19.62,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1457,,BCJ area G,G9V,14.01,19.37,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1462,,BCJ area G,G9V,14.57,19.51,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,1
1,1463,,BCJ area G,G9V,14.72,19.76,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4AK,3
1,1464,,BCJ area G,G9V,14.65,19.21,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,1
1,1465,,BCJ area G,G9V,14.75,19.2,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4A,3
1,1466,,BCJ area G,G9V,14.85,19.21,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1467,,BCJ area G,G9V,14.4,19.86,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RH,3
1,1468,,BCJ area G,G9V,14.86,19.05,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,6
1,1469,,BCJ area G,G9V,14.4,19.26,6,3 (20-30cm),"Angular shatter, non-diagnostic",silcrete,,Flake local G4,Area 1,G4,no,No,NA,
1,1470,,BCJ area G,G9V,14.92,19.1,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1471,,BCJ area G,G9V,14.96,19.31,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,2
1,1472,,BCJ area G,G9V,14.64,19.47,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,1
1,1473,,BCJ area G,G9V,14.89,19.72,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1474,,BCJ area G,G9V,14.23,19.47,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1475,,BCJ area G,G9V,14.96,19.2,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RD,3
1,1476,,BCJ area G,G9V,14.36,19.57,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1477,,BCJ area G,G9V,14.26,19.2,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,2
1,1478,,BCJ area G,G9V,14.61,19.45,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,3
1,1479,,BCJ area G,G9V,14.69,19.61,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1480,,BCJ area G,G9V,14.94,19.86,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,1
1,1481,,BCJ area G,G9V,14.27,19.61,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1482,,BCJ area G,G9V,14.27,19.3,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1483,,BCJ area G,G9V,14.61,19.51,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1484,,BCJ area G,G9V,14.69,19.67,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1489,,BCJ area G,G9V,14,19,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1490,,BCJ area G,G9V,14.35,19.25,8,4 (30-40cm),Flake,silcrete,Backed artefact,Backed artefact imported,Area 1,ISOSILC,backed,Yes 1 edge,NA,1
1,1491,,BCJ area G,G9V,14.43,19.41,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4F,1
1,1492,,BCJ area G,G9V,14.78,19.25,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1493,,BCJ area G,G9V,14.01,19.41,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RD,1
1,1494,,BCJ area G,G9V,14.71,19.1,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1495,,BCJ area G,G9V,14.11,19.51,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1496,,BCJ area G,G9V,14.56,19.76,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1497,,BCJ area G,G9V,14.22,19.15,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,3
1,1498,,BCJ area G,G9V,14.56,19.36,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1499,,BCJ area G,G9V,14.28,19.2,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RB,3
1,1500,,BCJ area G,G9V,14.62,19.41,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1501,,BCJ area G,G9V,14.67,19.57,8,4 (30-40cm),"Shatter, non-diagnostic",silcrete,,Flake local G4,Area 1,G4R,no,No,NA,
1,1503,,BCJ area G,G9V,14.39,19.57,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4F,3
1,1504,,BCJ area G,G9V,14.34,19.3,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,3
1,1506,,BCJ area G,G9V,14.04,19.3,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RD,1
1,1507,,BCJ area G,G9V,14.79,19.15,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,3
1,1508,,BCJ area G,G9V,14.57,19.71,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4F,3
1,1509,,BCJ area G,G9V,14.22,19.46,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,5
1,1510,,BCJ area G,G9V,14.95,19.11,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,3
1,1512,,BCJ area G,G9V,14.3,19.6,8,4 (30-40cm),Flake,silcrete,Backed artefact,Backed artefact imported,Area 1,ISOSILC,unifacial,Possible,NA,1
1,1513,,BCJ area G,G9V,14.5,19.5,8,4 (30-40cm),Flake,chert,Backed artefact,Backed artefact imported,Area 1,ISOCHERT,backed,Yes 1 edge,NA,1
1,1516,,BCJ area G,G9V,14.16,19.13,10,5 (40-50cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1517,,BCJ area G,G9V,14.15,19.5,10,5 (40-50cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1525,,BCJ area G,G9W,13,19,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1526,,BCJ area G,G9W,13.34,19.21,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4O,3
1,1527,,BCJ area G,G9W,13.52,19.37,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,G4MA,1
1,1528,,BCJ area G,G9W,13.77,19.62,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,2
1,1529,,BCJ area G,G9W,13.01,19.37,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1530,,BCJ area G,G9W,13.84,19.1,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1531,,BCJ area G,G9W,13.24,19.47,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,1
1,1532,,BCJ area G,G9W,13.04,19.1,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RI,3
1,1533,,BCJ area G,G9W,13.49,19.35,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,1
1,1534,,BCJ area G,G9W,13.67,19.51,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1535,,BCJ area G,G9W,13.82,19.76,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,2
1,1537,,BCJ area G,G9W,13.85,19.2,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,G4MB,3
1,1538,,BCJ area G,G9W,13.35,19.61,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,4
1,1539,,BCJ area G,G9W,13.45,19.5,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,2
1,1541,,BCJ area G,G9W,13.68,19.31,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,G4MA,3
1,1542,,BCJ area G,G9W,13.06,19.15,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,3
1,1543,,BCJ area G,G9W,13.43,19.36,8,4 (30-40cm),Flake,silcrete,Backed artefact,Backed artefact local G4,Area 1,G4,backed,No,NA,1
1,1544,,BCJ area G,G9W,13.68,19.52,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1545,,BCJ area G,G9W,13.83,19.77,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RG,3
1,1546,,BCJ area G,G9W,13.17,19.52,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1548,,BCJ area G,G9W,13.32,19.62,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1549,,BCJ area G,G9W,13.1,19.25,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1550,,BCJ area G,G9W,13.55,19.5,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,3
1,1552,,BCJ area G,G9W,13.98,19.91,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1553,,BCJ area G,G9W,13.21,19.66,8,4 (30-40cm),Flake,silcrete,Backed artefact,Backed artefact local G4,Area 1,G4,backed,No,NA,3
1,1554,,BCJ area G,G9W,13.21,19.35,8,4 (30-40cm),"Angular shatter, non-diagnostic",silcrete,,Flake local G4,Area 1,G4R,,,G4RD,3
1,1555,,BCJ area G,G9W,13.55,19.56,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,2
1,1556,,BCJ area G,G9W,13.63,19.72,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1557,,BCJ area G,G9W,13.98,19.97,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1558,,BCJ area G,G9W,13.22,19.72,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1559,,BCJ area G,G9W,13.55,19.45,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1560,,BCJ area G,G9W,13.95,19.82,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1561,,BCJ area G,G9W,13.75,19.45,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,2
1,1562,,BCJ area G,G9W,13.1,19.7,8,4 (30-40cm),"Angular shatter, non-diagnostic",silcrete,,Flake local G4,Area 1,G4,no,No,NA,
1,1564,,BCJ area G,G9W,13.73,19.7,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,3
1,1571,,BCJ area G,G9X,13,20,4,2 (10-20cm),Flake,silcrete,Backed artefact,Backed artefact local G4,Area 1,G4,backed,No,NA,3
1,1574,,BCJ area G,G9X,13.77,20.72,6,3 (20-30cm),FP flaked piece,silcrete,,Flake local G4,Area 1,G4M,,No,G4ME,
1,1575,,BCJ area G,G9X,13.01,20.97,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,G4MA,3
1,1576,,BCJ area G,G9X,13.84,20.1,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4M,no,No,NA,2
1,1577,,BCJ area G,G9X,13.24,20.47,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1578,,BCJ area G,G9X,13.14,20.1,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,2
1,1579,,BCJ area G,G9X,13.59,20.35,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,6
1,1580,,BCJ area G,G9X,13.67,20.51,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4E,3
1,1581,,BCJ area G,G9X,13.82,20.76,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,1
1,1582,,BCJ area G,G9X,13.15,20.91,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4AH,1
1,1584,,BCJ area G,G9X,13.25,20.61,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1585,,BCJ area G,G9X,13.64,20.86,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1586,,BCJ area G,G9X,13.36,20.05,6,3 (20-30cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1593,,BCJ area G,G9X,13.96,20.2,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,1
1,1594,,BCJ area G,G9X,13.56,20.57,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1595,,BCJ area G,G9X,13.36,20.2,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1596,,BCJ area G,G9X,13.71,20.45,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,3
1,1597,,BCJ area G,G9X,13.89,20.61,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1598,,BCJ area G,G9X,13.94,20.86,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RD,1
1,1599,,BCJ area G,G9X,13.47,20.61,8,4 (30-40cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1600,,BCJ area G,G9X,13.47,20.3,10,5 (40-50cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RA,3
1,1604,,BCJ area G,G9Y,14,20,2,1 (0-10cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1605,,BCJ area G,G9Y,14.24,20.21,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4F,1
1,1606,,BCJ area G,G9Y,14.42,20.37,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1607,,BCJ area G,G9Y,14.67,20.62,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1608,,BCJ area G,G9Y,14.01,20.37,4,2 (10-20cm),Flake,silcrete,Backed artefact,Backed artefact local G4,Area 1,G4,backed,No,NA,3
1,1609,,BCJ area G,G9Y,14.74,20.1,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1610,,BCJ area G,G9Y,14.14,20.47,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4K,1
1,1611,,BCJ area G,G9Y,14.04,20.1,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,G4RH,1
1,1612,,BCJ area G,G9Y,14.29,20.35,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,G4E,3
1,1613,,BCJ area G,G9Y,14.47,20.51,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1614,,BCJ area G,G9Y,14.72,20.76,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,3
1,1616,,BCJ area G,G9Y,14.75,20.2,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1618,,BCJ area G,G9Y,14.4,20.86,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4R,no,No,NA,4
1,1619,,BCJ area G,G9Y,14.16,20.05,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1621,,BCJ area G,G9Y,14.22,20.1,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,5
1,1622,,BCJ area G,G9Y,14.46,20.31,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,1
1,1623,,BCJ area G,G9Y,14.64,20.47,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,3
1,1624,,BCJ area G,G9Y,14.89,20.72,4,2 (10-20cm),Flake,silcrete,,Flake local G4,Area 1,G4,no,No,NA,4
