order,SpecimenID,Image.J.ID,Site,Pit,X,Y,Spit,TP.spit,Category,Raw.material,artefact,Key,activity_area,Nodule,Retouch,Use wear,CONJOIN SET,Breakage
149,NA,NA,BCJ area G,line,17,30.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
151,NA,NA,BCJ area G,line,18,30,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
152,NA,NA,BCJ area G,line,17,30,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
154,NA,NA,BCJ area G,line,18,29.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
155,NA,NA,BCJ area G,line,17,29.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
157,NA,NA,BCJ area G,line,18,29.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
158,NA,NA,BCJ area G,line,17,29.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
162,NA,NA,BCJ area G,line,18,29.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
163,NA,NA,BCJ area G,line,17,29.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
168,NA,NA,BCJ area G,line,18,29.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
169,NA,NA,BCJ area G,line,17,29.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
177,NA,NA,BCJ area G,line,18,29.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
178,NA,NA,BCJ area G,line,17,29.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
184,NA,NA,BCJ area G,line,18,29.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
185,NA,NA,BCJ area G,line,17,29.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
189,NA,NA,BCJ area G,line,18,29.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
190,NA,NA,BCJ area G,line,17,29.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
193,NA,NA,BCJ area G,line,18,29.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
194,NA,NA,BCJ area G,line,17,29.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
197,NA,NA,BCJ area G,line,18,29.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
198,NA,NA,BCJ area G,line,17,29.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
205,NA,NA,BCJ area G,line,19,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
206,NA,NA,BCJ area G,line,18.9,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
207,NA,NA,BCJ area G,line,18.8,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
208,NA,NA,BCJ area G,line,18.7,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
209,NA,NA,BCJ area G,line,18.6,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
210,NA,NA,BCJ area G,line,18.5,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
211,NA,NA,BCJ area G,line,18.4,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
212,NA,NA,BCJ area G,line,18.3,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
213,NA,NA,BCJ area G,line,18.2,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
214,NA,NA,BCJ area G,line,18.1,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
215,NA,NA,BCJ area G,line,18,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
216,NA,NA,BCJ area G,line,17,29,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
220,NA,NA,BCJ area G,line,19,28.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
221,NA,NA,BCJ area G,line,17,28.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
227,NA,NA,BCJ area G,line,19,28.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
228,NA,NA,BCJ area G,line,17,28.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
234,NA,NA,BCJ area G,line,19,28.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
235,NA,NA,BCJ area G,line,17,28.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
247,NA,NA,BCJ area G,line,19,28.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
248,NA,NA,BCJ area G,line,17,28.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
260,NA,NA,BCJ area G,line,19,28.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
261,NA,NA,BCJ area G,line,17,28.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
271,NA,NA,BCJ area G,line,19,28.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
272,NA,NA,BCJ area G,line,17,28.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
283,NA,NA,BCJ area G,line,19,28.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
284,NA,NA,BCJ area G,line,17,28.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
292,NA,NA,BCJ area G,line,19,28.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
293,NA,NA,BCJ area G,line,17,28.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
300,NA,NA,BCJ area G,line,19,28.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
301,NA,NA,BCJ area G,line,17,28.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
311,NA,NA,BCJ area G,line,19.9,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
312,NA,NA,BCJ area G,line,19.8,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
313,NA,NA,BCJ area G,line,19.7,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
314,NA,NA,BCJ area G,line,19.6,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
315,NA,NA,BCJ area G,line,19.5,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
316,NA,NA,BCJ area G,line,19.4,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
317,NA,NA,BCJ area G,line,19.3,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
318,NA,NA,BCJ area G,line,19.2,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
319,NA,NA,BCJ area G,line,19.1,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
320,NA,NA,BCJ area G,line,19,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
321,NA,NA,BCJ area G,line,16.9,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
322,NA,NA,BCJ area G,line,16.8,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
323,NA,NA,BCJ area G,line,16.7,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
324,NA,NA,BCJ area G,line,16.6,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
325,NA,NA,BCJ area G,line,16.5,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
326,NA,NA,BCJ area G,line,16.4,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
327,NA,NA,BCJ area G,line,16.3,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
328,NA,NA,BCJ area G,line,16.2,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
329,NA,NA,BCJ area G,line,16.1,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
330,NA,NA,BCJ area G,line,16,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
331,NA,NA,BCJ area G,line,20,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
332,NA,NA,BCJ area G,line,17,28,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
347,NA,NA,BCJ area G,line,16,27.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
348,NA,NA,BCJ area G,line,20,27.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
363,NA,NA,BCJ area G,line,16,27.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
364,NA,NA,BCJ area G,line,20,27.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
384,NA,NA,BCJ area G,line,16,27.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
385,NA,NA,BCJ area G,line,20,27.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
415,NA,NA,BCJ area G,line,20,27.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
416,NA,NA,BCJ area G,line,16,27.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
445,NA,NA,BCJ area G,line,20,27.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
446,NA,NA,BCJ area G,line,16,27.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
477,NA,NA,BCJ area G,line,20,27.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
478,NA,NA,BCJ area G,line,16,27.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
514,NA,NA,BCJ area G,line,20,27.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
515,NA,NA,BCJ area G,line,16,27.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
540,NA,NA,BCJ area G,line,20,27.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
541,NA,NA,BCJ area G,line,16,27.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
560,NA,NA,BCJ area G,line,20,27.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
561,NA,NA,BCJ area G,line,16,27.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
579,NA,NA,BCJ area G,line,20,27,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
580,NA,NA,BCJ area G,line,16,27,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
602,NA,NA,BCJ area G,line,20,26.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
603,NA,NA,BCJ area G,line,16,26.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
624,NA,NA,BCJ area G,line,20,26.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
625,NA,NA,BCJ area G,line,16,26.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
652,NA,NA,BCJ area G,line,20,26.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
653,NA,NA,BCJ area G,line,16,26.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
687,NA,NA,BCJ area G,line,20,26.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
688,NA,NA,BCJ area G,line,16,26.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
729,NA,NA,BCJ area G,line,20,26.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
730,NA,NA,BCJ area G,line,16,26.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
762,NA,NA,BCJ area G,line,20,26.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
763,NA,NA,BCJ area G,line,16,26.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
799,NA,NA,BCJ area G,line,20,26.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
800,NA,NA,BCJ area G,line,16,26.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
825,NA,NA,BCJ area G,line,20,26.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
826,NA,NA,BCJ area G,line,16,26.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
854,NA,NA,BCJ area G,line,20,26.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
855,NA,NA,BCJ area G,line,16,26.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
885,NA,NA,BCJ area G,line,20,26,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
886,NA,NA,BCJ area G,line,16,26,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
895,NA,NA,BCJ area G,line,20,25.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
896,NA,NA,BCJ area G,line,16,25.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
904,NA,NA,BCJ area G,line,20,25.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
905,NA,NA,BCJ area G,line,16,25.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
916,NA,NA,BCJ area G,line,20,25.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
917,NA,NA,BCJ area G,line,16,25.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
930,NA,NA,BCJ area G,line,20,25.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
931,NA,NA,BCJ area G,line,16,25.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
945,NA,NA,BCJ area G,line,20,25.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
946,NA,NA,BCJ area G,line,16,25.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
960,NA,NA,BCJ area G,line,20,25.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
961,NA,NA,BCJ area G,line,16,25.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
975,NA,NA,BCJ area G,line,16,25.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
977,NA,NA,BCJ area G,line,20,25.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
985,NA,NA,BCJ area G,line,16,25.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
988,NA,NA,BCJ area G,line,20,25.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
995,NA,NA,BCJ area G,line,16,25.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1004,NA,NA,BCJ area G,line,20,25.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1008,NA,NA,BCJ area G,line,16,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1012,NA,NA,BCJ area G,line,18.1,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1013,NA,NA,BCJ area G,line,18.2,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1014,NA,NA,BCJ area G,line,18.3,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1015,NA,NA,BCJ area G,line,18.4,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1016,NA,NA,BCJ area G,line,18.5,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1017,NA,NA,BCJ area G,line,18.6,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1018,NA,NA,BCJ area G,line,18.7,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1019,NA,NA,BCJ area G,line,18.8,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1020,NA,NA,BCJ area G,line,18.9,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1021,NA,NA,BCJ area G,line,19,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1022,NA,NA,BCJ area G,line,19.1,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1023,NA,NA,BCJ area G,line,19.2,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1024,NA,NA,BCJ area G,line,19.3,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1025,NA,NA,BCJ area G,line,19.4,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1026,NA,NA,BCJ area G,line,19.5,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1027,NA,NA,BCJ area G,line,19.6,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1028,NA,NA,BCJ area G,line,19.7,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1029,NA,NA,BCJ area G,line,19.8,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1030,NA,NA,BCJ area G,line,19.9,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1031,NA,NA,BCJ area G,line,20,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1032,NA,NA,BCJ area G,line,16.1,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1033,NA,NA,BCJ area G,line,16.2,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1034,NA,NA,BCJ area G,line,16.3,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1035,NA,NA,BCJ area G,line,16.4,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1036,NA,NA,BCJ area G,line,16.5,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1037,NA,NA,BCJ area G,line,16.6,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1038,NA,NA,BCJ area G,line,16.7,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1039,NA,NA,BCJ area G,line,16.8,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1040,NA,NA,BCJ area G,line,16.9,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1041,NA,NA,BCJ area G,line,17,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1042,NA,NA,BCJ area G,line,18,25,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1045,NA,NA,BCJ area G,line,17,24.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1046,NA,NA,BCJ area G,line,18,24.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1047,NA,NA,BCJ area G,line,17,24.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1048,NA,NA,BCJ area G,line,18,24.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1050,NA,NA,BCJ area G,line,17,24.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1051,NA,NA,BCJ area G,line,18,24.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1054,NA,NA,BCJ area G,line,17,24.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1055,NA,NA,BCJ area G,line,18,24.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1058,NA,NA,BCJ area G,line,17,24.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1059,NA,NA,BCJ area G,line,18,24.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1062,NA,NA,BCJ area G,line,17,24.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1063,NA,NA,BCJ area G,line,18,24.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1064,NA,NA,BCJ area G,line,17,24.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1065,NA,NA,BCJ area G,line,18,24.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1067,NA,NA,BCJ area G,line,17,24.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1068,NA,NA,BCJ area G,line,18,24.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1071,NA,NA,BCJ area G,line,17,24.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1072,NA,NA,BCJ area G,line,18,24.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1075,NA,NA,BCJ area G,line,17,24,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1076,NA,NA,BCJ area G,line,18,24,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1077,NA,NA,BCJ area G,line,17,23.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1078,NA,NA,BCJ area G,line,18,23.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1080,NA,NA,BCJ area G,line,17,23.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1081,NA,NA,BCJ area G,line,18,23.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1082,NA,NA,BCJ area G,line,17,23.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1083,NA,NA,BCJ area G,line,18,23.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1086,NA,NA,BCJ area G,line,18,23.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1087,NA,NA,BCJ area G,line,17,23.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1091,NA,NA,BCJ area G,line,18,23.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1092,NA,NA,BCJ area G,line,17,23.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1097,NA,NA,BCJ area G,line,18,23.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1098,NA,NA,BCJ area G,line,17,23.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1103,NA,NA,BCJ area G,line,18,23.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1104,NA,NA,BCJ area G,line,17,23.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1111,NA,NA,BCJ area G,line,18,23.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1112,NA,NA,BCJ area G,line,17,23.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1118,NA,NA,BCJ area G,line,18,23.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1119,NA,NA,BCJ area G,line,17,23.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1122,NA,NA,BCJ area G,line,18,23,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1123,NA,NA,BCJ area G,line,17,23,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1124,NA,NA,BCJ area G,line,18,22.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1125,NA,NA,BCJ area G,line,17,22.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1127,NA,NA,BCJ area G,line,18,22.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1128,NA,NA,BCJ area G,line,17,22.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1131,NA,NA,BCJ area G,line,18,22.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1132,NA,NA,BCJ area G,line,17,22.7,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1134,NA,NA,BCJ area G,line,18,22.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1135,NA,NA,BCJ area G,line,17,22.6,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1138,NA,NA,BCJ area G,line,18,22.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1139,NA,NA,BCJ area G,line,17,22.5,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1142,NA,NA,BCJ area G,line,18,22.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1143,NA,NA,BCJ area G,line,17,22.4,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1146,NA,NA,BCJ area G,line,17,22.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1147,NA,NA,BCJ area G,line,18,22.3,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1150,NA,NA,BCJ area G,line,17,22.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1152,NA,NA,BCJ area G,line,18,22.2,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1156,NA,NA,BCJ area G,line,17,22.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1160,NA,NA,BCJ area G,line,18,22.1,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1162,NA,NA,BCJ area G,line,17,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1165,NA,NA,BCJ area G,line,18,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1166,NA,NA,BCJ area G,line,16.9,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1167,NA,NA,BCJ area G,line,16.8,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1168,NA,NA,BCJ area G,line,16.7,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1169,NA,NA,BCJ area G,line,16.6,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1170,NA,NA,BCJ area G,line,16.5,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1171,NA,NA,BCJ area G,line,16.4,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1172,NA,NA,BCJ area G,line,16.3,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1173,NA,NA,BCJ area G,line,16.2,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1174,NA,NA,BCJ area G,line,16.1,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1175,NA,NA,BCJ area G,line,16,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1176,NA,NA,BCJ area G,line,15.9,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1177,NA,NA,BCJ area G,line,15.8,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1178,NA,NA,BCJ area G,line,15.7,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1179,NA,NA,BCJ area G,line,15.6,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1180,NA,NA,BCJ area G,line,15.5,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1181,NA,NA,BCJ area G,line,15.4,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1182,NA,NA,BCJ area G,line,15.3,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1183,NA,NA,BCJ area G,line,15.2,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1184,NA,NA,BCJ area G,line,15.1,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1185,NA,NA,BCJ area G,line,15,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1186,NA,NA,BCJ area G,line,14.9,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1187,NA,NA,BCJ area G,line,14.8,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1188,NA,NA,BCJ area G,line,14.7,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1189,NA,NA,BCJ area G,line,14.6,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1190,NA,NA,BCJ area G,line,14.5,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1191,NA,NA,BCJ area G,line,14.4,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1192,NA,NA,BCJ area G,line,14.3,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1193,NA,NA,BCJ area G,line,14.2,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1194,NA,NA,BCJ area G,line,14.1,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1195,NA,NA,BCJ area G,line,14,22,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1200,NA,NA,BCJ area G,line,18,21.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1201,NA,NA,BCJ area G,line,14,21.9,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
1211,NA,NA,BCJ area G,line,18,21.8,NA,NA,line,line,line,Excavation boundary,,line,line,line,line,line
