order,Image.J.ID,SpecimenID,Site,notX,notY,Pit,X,Y,first.pit,TP.spit,Spit,Weight,Raw.material,Category,Hue.1,Key,Key_don't plot,Nodule,Breakage,LONG.TRAN.Breakage.type,Cortex,Cortex.col,Retouch,Use.wear,Dors.scar.term,bipolar,Notes,Potlid,Core,Area,Max.Length,Max.Width,FeretX,FeretY,Feret.angle,Perimeter,Round,X.1,Y.1,Image,FQAFP.cat.d,Sed..Col..No.,Nodule.Image,Lustre,Colour.uniformity,Texture,Chroma.1,Hue.2,Chroma.2,Hue.3,Chroma.3,Grain.uniformity,Matrix.grain.size,Largest.grains,Depth..mm.,Platform,O.hang.rem.,Plat.crushing,Termination,Dorsal.scars,Perc..length,Platform.width,Max.P.width,Termination.width,Plat.thick,Max.thick,Date.of.entry,Crazing,Crenated,Ext..Plat..Angle,Arris,confidence,Break.width.prox.,Break.width.distal,Break.width.long.,Plotted
1182,24,19807,BCJ area F7,NA,NA,F53,14.5,30.75,NA,3 (20-30cm),6,0.64,quartz,Flake,FINE,Flake local quartz,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.688,25.373,6.117,13,37.5,95.654,63.502,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1236,78,19861,BCJ area F7,NA,NA,F53,14.95,30.75,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1284,126,19909,BCJ area F7,NA,NA,F53,14.85,30.75,NA,4 (30-40cm),8,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1253,95,19878,BCJ area F7,NA,NA,F53,14.75,30.75,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1228,70,19853,BCJ area F7,NA,NA,F53,14.3,30.75,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1754,24,20379,BCJ area F7,NA,NA,F57,13,30.75,NA,3 (20-30cm),6,35.65,quartz,C Core,MEDIUM,Core local quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1370.125,47.726,38.424,24.25,203.75,68.812,169.202,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1800,70,20425,BCJ area F7,NA,NA,F57,13.3,30.75,NA,3 (20-30cm),6,0.55,quartz,Flake,FINE,Flake local quartz,NA,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.688,18.927,10.41,86.75,94.75,12.2,58.562,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1765,35,20390,BCJ area F7,NA,NA,F57,13.4,30.75,NA,3 (20-30cm),6,0.18,quartz,Flake,TRANSLUCENT,Flake local quartz,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.125,14.305,9.569,95,166,84.987,42.602,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1758,28,20383,BCJ area F7,NA,NA,F57,13.45,30.75,NA,3 (20-30cm),6,4.09,quartz,Flake,FINE,Flake local quartz,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.75,28.76,15.352,110,200.5,65.886,78.416,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1825,95,20450,BCJ area F7,NA,NA,F57,13.75,30.75,NA,3 (20-30cm),6,0.38,quartz,Flake,FINE,Flake local quartz,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.875,16.279,11.758,92.5,53.75,79.38,49.138,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1856,126,20481,BCJ area F7,NA,NA,F57,13.85,30.75,NA,3 (20-30cm),6,0.16,quartz,Flake,FINE,Flake local quartz,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.438,15.258,7,172.5,5.75,178.122,40.445,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1808,78,20433,BCJ area F7,NA,NA,F57,13.95,30.75,NA,3 (20-30cm),6,1.12,quartz,Flake,MEDIUM,Flake local quartz,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.25,17.257,14.94,3.5,70.75,38.53,55.027,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3603,24,22228,BCJ area F7,NA,NA,F68,12,30.75,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3607,28,22232,BCJ area F7,NA,NA,F68,12.45,30.75,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3614,35,22239,BCJ area F7,NA,NA,F68,12.4,30.75,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3981,24,22567,BCJ area F7,NA,NA,F78,11,30.75,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3985,28,22571,BCJ area F7,NA,NA,F78,11.45,30.75,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1950,220,20575,BCJ area F7,NA,NA,F57,13.6,30.76,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1165,7,19790,BCJ area F7,NA,NA,F53,14.9324,30.77,NA,3 (20-30cm),6,0.26,quartz,Flake,FINE,Flake local quartz,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.062,14.16,8.226,26.25,167.75,132.138,39.102,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1895,165,20520,BCJ area F7,NA,NA,F57,13.4,30.77,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1967,237,20592,BCJ area F7,NA,NA,F57,13.25,30.77,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1994,264,20619,BCJ area F7,NA,NA,F57,13.86,30.77,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2027,297,20652,BCJ area F7,NA,NA,F57,13.11,30.77,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1968,238,20593,BCJ area F7,NA,NA,F57,13.5,30.79,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1972,242,20597,BCJ area F7,NA,NA,F57,13.65,30.79,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
5375,NA,NA,NA,NA,NA,NA,11,30.8,NA,NA,NA,NA,NA,NA,NA,Excavation boundary,Excavation boundary,line,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,11,19157,BCJ area F7,NA,NA,f32,17.6,30.8,NA,3 (20-30cm),6,2.73,silcrete,NA,NA,Flake local F26,NA,F26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.75,26.553,19.588,8.75,45,52.267,83.876,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
564,11,19189,BCJ area F7,NA,NA,F34,16.6,30.8,NA,2 (10-20cm),4,0.15,quartz,Flake,FINE,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.875,10.866,7.231,10.5,61,23.025,29.86,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
573,20,19198,BCJ area F7,NA,NA,F34,16.25,30.8,NA,3 (20-30cm),6,14.39,quartz,Flake,ROUGH,NA,NA,NA,1,NA,Secondary (some),NA,NA,NA,NA,NA,NA,NA,NA,706.938,37.869,25.859,20.75,7,108.076,112.933,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
576,23,19201,BCJ area F7,NA,NA,F34,17,30.8,NA,3 (20-30cm),6,0.02,quartz,Flake,TRANSLUCENT,NA,NA,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,6.374,4.665,89.5,26.5,115.56,18.435,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
871,10,19496,BCJ area F7,NA,NA,F48,15.05,30.8,NA,2 (10-20cm),4,13.78,quartz,C Core,MEDIUM,Core local quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.938,38.442,25.159,71.75,64.75,157.437,121.14,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
872,11,19497,BCJ area F7,NA,NA,F48,15.6,30.8,NA,3 (20-30cm),6,1.78,silcrete,Flake,NA,Flake local F26,NA,F26,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.125,24.187,13.828,19,32,119.745,73.255,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
881,20,19506,BCJ area F7,NA,NA,F48,15.25,30.8,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
884,23,19509,BCJ area F7,NA,NA,F48,16,30.8,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
895,34,19520,BCJ area F7,NA,NA,F48,15.9,30.8,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1172,14,19797,BCJ area F7,NA,NA,F53,14.3736,30.8,NA,3 (20-30cm),6,4.93,quartz,Flake,MEDIUM,Flake local quartz,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.562,36.129,22.963,56.75,111.75,108.56,104.807,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1245,87,19870,BCJ area F7,NA,NA,F53,14.85,30.8,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1241,83,19866,BCJ area F7,NA,NA,F53,14.7,30.8,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1259,101,19884,BCJ area F7,NA,NA,F53,14.35,30.8,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1750,20,20375,BCJ area F7,NA,NA,F57,13.25,30.8,NA,3 (20-30cm),6,0.36,quartz,Flake,FINE,Flake local quartz,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,14.803,9.118,139.75,206.5,94.844,40.749,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1831,101,20456,BCJ area F7,NA,NA,F57,13.35,30.8,NA,3 (20-30cm),6,0.24,quartz,Flake,FINE,Flake local quartz,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.062,10.854,6.663,187.5,42.75,165.324,31.36,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1741,11,20366,BCJ area F7,NA,NA,F57,13.6,30.8,NA,2 (10-20cm),4,0.22,quartz,Flake,FINE,Flake local quartz,NA,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.562,13.098,8.803,171.75,245.5,23.629,39.077,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1813,83,20438,BCJ area F7,NA,NA,F57,13.7,30.8,NA,3 (20-30cm),6,0.18,quartz,Flake,FINE,Flake local quartz,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.938,12.341,8.179,89.25,62.25,96.981,43.981,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1839,109,20464,BCJ area F7,NA,NA,F57,13.8,30.8,NA,3 (20-30cm),6,0.56,quartz,Flake,MEDIUM,Flake local quartz,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.688,13.252,10.474,103.75,29,125.789,40.395,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1817,87,20442,BCJ area F7,NA,NA,F57,13.85,30.8,NA,3 (20-30cm),6,0.63,quartz,Flake,FINE,Backed artefact local quartz,Backed artefact local quartz,ALY,1,NA,NA,NA,unifacial,NA,NA,NA,NA,NA,NA,108.188,16.817,12.405,159.75,76.5,41.987,48.895,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1764,34,20389,BCJ area F7,NA,NA,F57,13.9,30.8,NA,3 (20-30cm),6,0.42,quartz,Flake,FINE,Flake local quartz,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.812,23.345,13.462,72.75,150.5,133.264,65.77,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1753,23,20378,BCJ area F7,NA,NA,F57,13.95,30.8,NA,3 (20-30cm),6,0.55,quartz,Flake,MEDIUM,Flake local quartz,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.75,17.72,12.905,182,224.5,73.61,54.916,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1862,132,20487,BCJ area F7,NA,NA,F57,13.45,30.8,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1870,140,20495,BCJ area F7,NA,NA,F57,13.9,30.8,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
1927,197,20552,BCJ area F7,NA,NA,F57,13.76,30.8,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3599,20,22224,BCJ area F7,NA,NA,F68,12.25,30.8,NA,3 (20-30cm),6,0.72,quartz,Flake,FINE,Flake local quartz,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,21.477,7.692,91.75,28.25,77.905,53.88,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3590,11,22215,BCJ area F7,NA,NA,F68,12.6,30.8,NA,3 (20-30cm),6,1.69,quartz,Flake,FINE,Flake local quartz,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.312,24.187,13.826,56.75,30.25,97.125,73.815,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3602,23,22227,BCJ area F7,NA,NA,F68,12.9,30.8,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
