ID_loukas,105_LG_Bas_clean.tps,105_LG_Bas_ID_added.tps,ID,Amy's ID number,Length,Max Width,LMW_matlab,BASI_matlab,AW,Age,spit,nodule_X,nodule_two_or_more,nodule_Area,raw_material,DISCARD,SITE,SITE_detail,SITE_GROUPED,AMY NOTES,Pit,TP,Spit,Plotted,Image J ID,SpecimenID,Notes,TP spit,Lustre,Weight,Category,Breakage,LONG/TRAN Breakage type,Retouch,Flake category,Cortex,Event size,Core,bipolar,import_2,import,Use_wear,CONJOIN SET,Perc. length,BASI,CON NO PIECES,CON WITH,CON TYPE,Complete refit,Platform,O'hang rem.,Plat crushing,Ext. Plat. Angle,Termination,BF FORM,Dorsal scars,Arris,Platform width,Max P width,Termination width,Plat thick,Max_thick,BA max back thick,BA FORM,BA backed edge no,BA cut edge,BA max width,LMW,BA backed edge 1,BA backed edge 2,BA backed edge 3,Heat Damage/surface pitting,Potlid,Area,Max_Length,Max_Width,elongation,FeretX,FeretY,Feret angle,Perimeter,Round
1212,ID=1212,ID=1212SISETBCF,1212,AW18773,17.445,12.274,7.063,0.809744913,18773,1200-1500,8,F3-F12 SIL,F12 SIL,F3,SILCRETE,IMPORTED,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F18C,,8,No,18,18773,MICROLITH,4 (30-40cm),yes both sides,0.66,Flake,1,,backed,Backed artefact,Tertiary (none),Small (1-9),,,Imported BA,Imported BA,No,,14.98,0,,,,y,removed,,,,removed,,3,2,,11.77,,,2.89,,2,3,17.63,,,13.86,11.02,8.02,,,157.2,17.8,12.5,1.424,17,22.25,104.621,52.774,0.743
1216,ID=1216,ID=1216SIPROBCF,1216,AW18789,18.712,8.983,3.791,0.405194528,18789,1200-1500,6,F3-F13 SIL,F13 SIL,F3,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F18D,,6,No,7,18789,"MICROLITH. BOTH PROXIMAL AND DISTAL ENDS REMOVED WITH BACKING. 3RD CHORD EDGE IS NOT BACKED, RATHER IT IS THE OTHER LATERAL MARGIN OF THE FLAKE",3 (20-30cm),yes both sides,0.36,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,CR - BA,No,,19,0,,,,y,removed,,,,removed,,3,2,,9.8,,,1.96,1.63,3,2,19.27,,,11.94,9.99,,Yes,,123,19,9.8,1.93877551,13,69.75,87.739,50.163,0.57
1217,ID=1217,ID=1217SIPROBCF,1217,AW18611,14.678,11.343,7.356,1.002316392,18611,1200-1500,6,F3-F13 SIL,F13 SIL,F3,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F7Z,,6,No,17,18611,TRIANGULAR MICROLITH,3 (20-30cm),,0.32,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,CR - BA,No,,14.86,0,,,,y,removed,,,,removed,,,,,11.68,,,2.34,2.46,6,2,15.04,,,13.65,13,,,,96.3,14.7,12,1.225,111.5,80.25,139.821,44.067,0.89
1218,ID=1218,ID=1218SIPROBCF,1218,AW18700,10.463,12.399,1.248,0.238554908,18700,1200-1500,6,F3-F13 SIL,F13 SIL,F3,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F18A,,6,No,24,18700,GEOMETRIC MICROLITH,3 (20-30cm),,0.48,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,CR - BA,No,,9.53,0,,,,y,removed,,,,removed,,3,2,,12.78,,,2.48,2.76,3,2,10.99,,,13.73,12.5,,,,107.3,16.4,10.2,1.607843137,143.25,53.25,148.736,44.724,0.671
1219,ID=1219,ID=1219SIPROBCF,1219,AW18790,36.233,13.986,9.706,0.535754699,18790,1200-1500,6,F3-F13 SIL,F13 SIL,F3,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F18D,,6,No,8,18790,,3 (20-30cm),ventral only,3.16,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,CR - BA,No,,37.39,0,,,,y,facetted,No,No,-6190,feather,,4 or more,1,5.17,13.99,0.52,4.17,7.02,7.02,4,3,32.31,,,22.48,19.05,10.47,Yes,,346.1,37.1,13.8,2.688405797,30.5,36.5,97.748,93.376,0.391
1207,ID=1207,ID=1207SIPROBCF,1207,AW18796,14.434,12.805,6.913,0.957877234,18796,1200-1500,8,F3-F4 SIL ,F4 SIL ,F3,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F18D,,8,No,14,18796,MICROLITH,4 (30-40cm),yes both sides,0.94,Flake,1,,backed,Backed artefact,Tertiary (none),NEE,,,CR - BA,CR - BA,No,,15.6,0,,,,y,removed,,,,removed,,2,1,,13,,,4.67,4.67,6,2,14.71,,,13.83,13.51,,,,132.9,15.6,13,1.2,33.5,7,102.926,48.406,0.885
1209,ID=1209,ID=1209SIPROBCF,1209,AW18227,13.453,13.052,7.039,1.046458039,18227,1200-1500,4,F3-F4 SIL ,F4 SIL ,F3,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F7M,,4,No,16,18227,,2 (10-20cm),yes both sides,0.64,Flake,1,,backed,Backed artefact,Tertiary (none),NEE,,,CR - BA,CR - BA,Yes,,14.7,0,,,,y,removed,,,,removed,,2,1,,12.9,,,3.77,3.69,6,2,13.74,,,13.83,12.63,,,,125.3,14.7,12.9,1.139534884,62.75,147,66.93,45.36,0.9
1206,ID=1206,ID=1206SIPROBCF,1206,AW18015,18.781,12.426,4.568,0.486449071,18015,,6,F3-F2 SIL,NA,F3,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F7G,,6,No,22,18015,,3 (20-30cm),yes both sides,0.87,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,CR - BA,No,,12.02,0,,,,y,facetted,No,No,-6190,feather,,2,1,8.44,14.19,2.57,3.87,4.49,4.67,4,2,19.44,,,18.43,8.41,,,,148.9,21.6,13,1.661538462,72,65,71.775,56.052,0.524
1208,ID=1208,ID=1208SIPROBCF,1208,AW18312,29.614,9.582,9.557,0.645437969,18312,,4,F3-F5 SIL,NA,F3,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F7O,,4,No,5,18312,,2 (10-20cm),yes both sides,0.85,Flake,1,,backed,Backed artefact,,Small (1-9),,,Imported BA,Imported BA,No,,30.04,0,"note imported as blank and backed on site, but only one so categorised as 'imported BACKED ARTEFACT'",,,y,,,,,,,4 or more,2,4.59,9.97,1.79,0.37,3.38,3.5,1,1,29.41,,,24.83,,,,,198.4,30.1,10,3.01,17.25,88.75,85.236,74.684,0.295
1213,ID=1213,ID=1213SIISOBCF,1213,AW18871,12.296,5.279,5.881,0.956571243,18871,,6,F3 ISOSILC,NA,F3,SILCRETE,IMPORTED,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F18N,,6,No,2,18871,,3 (20-30cm),yes both sides,0.12,Flake,1,,backed,Backed artefact,Tertiary (none),Isolated,,,Imported BA,Imported BA,No,,12.9,0,,,,y,facetted,No,No,-6190,feather,,3,1,,5.3,,,2.04,1.94,7,1,11.3,,,8.13,,,,,46.6,12.9,5.3,2.433962264,9,20.5,63.435,30.581,0.423
1215,ID=1215,ID=1215SIISOBCF,1215,AW17944,19.585,10.218,6.936,0.708297166,17944,,4,F3 ISOSILC,NA,F3,SILCRETE,IMPORTED,BCJ AREA F,BCJ AREA F - area 3 - south,Lake George,,F7F,,4,No,15,17944,"BOTH PROXIMAL AND DISTAL ENDS REMOVED WITH BACKING. 3RD CHORD EDGE IS NOT BACKED, RATHER IT IS THE OTHER LATERAL MARGIN OF THE FLAKE",2 (10-20cm),yes both sides,0.61,Flake,1,,backed,Backed artefact,Tertiary (none),Isolated,,,Imported BA,Imported BA,No,,19.8,0,,,,y,removed,,,,removed,,3,2,,10.5,,,2.94,2.86,3,2,20.02,,,12.53,9.04,,,,146.4,19.8,10.5,1.885714286,60.75,182.25,91.45,54.835,0.573
1240,ID=1240,ID=1240CHSETBCG,1240,AW325,23.812,9.361,9.111,0.765244415,325,middle,8,G11 CHERT,G11 CHERT,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9A,yes,8,no,17,325,termination removed with use wear,4 (30-40cm),no,0.71,Flake,1,,backed,Backed artefact,Secondary (some),Small (1-9),,,Imported BA,Imported set,Possible,,23.18,0,,,,y,flat - single,Yes,No,-6190,removed,,3,1,2.31,10,1.77,1.24,2.63,2.52,7,1,24.07,,,12.64,,,,,169.1,23.8,10.2,2.333333333,37,5.5,94.214,59.491,0.44
1245,ID=1245,ID=1245CHSETBCG,1245,AW1460,44.271,8.794,3.687,0.16656502,1460,middle,6,G11 CHERT,G11 CHERT,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9V,yes,6,no,1,1460,,3 (20-30cm),no,1.02,Flake,1,,backed,Backed artefact,Secondary (some),Small (1-9),,no,Imported BA,Imported set,Possible,,25.2,0,,,,y,facetted,no,no,-6190,feather,,4 or more,1,7.57,9.03,1.49,3.32,3.59,3.34,1,1,22.95,,,22.06,,,,,170.4,26.1,9.1,2.868131868,16.75,93.5,98.83,62.456,0.358
1242,ID=1242,ID=1242CHSETBCG,1242,AW2717,27.879,11.058,8.32,0.596865024,2717,middle,8,G16 CHERT,G16 CHERT,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G20B,,8,no,9,2717,,4 (30-40cm),no,0.98,Flake,1,,backed,Backed artefact,Tertiary (none),Small (1-9),,no,Imported BA,Imported set,Possible,,28.5,0,,,,y,flat - single,yes,Yes,-6190,removed,,4 or more,1,3.23,10.9,3.32,0.38,3.16,2.5,7,1,28.26,,,11.73,,,,,248.9,28.5,11.4,2.5,59.5,110.5,86.987,72.234,0.386
1243,ID=1243,ID=1243CHSETBCG,1243,AW1240,31.496,14.07,8.35,0.53022606,1240,middle,6,G16 CHERT,G16 CHERT,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9R,yes,6,no,22,1240,,3 (20-30cm),no,1.72,Flake,1,,backed,Backed artefact,Tertiary (none),Small (1-9),,no,Imported BA,Imported set,Possible,,32.32,0,,,,y,flat - single,yes,No,-6190,removed,,4 or more,2,6.04,14.73,1.33,1.85,3.79,3.87,1,1,31.61,,,26.63,,,,,327.4,32.3,14.7,2.197278912,19.5,38.5,88.224,81.512,0.471
1238,ID=1238,ID=1238SISETBCG,1238,AW1275,23.606,8.708,11.677,0.989324748,1275,middle,6,G19 SIL,G19 SIL,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9S,yes,6,no,1,1275,,3 (20-30cm),yes both sides,0.54,Flake,1,,backed,Backed artefact,Tertiary (none),Small (1-9),,no,Imported BA,Imported set,Yes,,23.97,0,,,,y,flat - single,yes,no,-6190,removed,,3,2,4.39,9.22,1.5,0.96,1.98,2.14,7,1,23.3,,,13.66,,,,,149.8,24.1,10,2.41,8.25,53.75,84.644,59.345,0.363
1296,ID=1296,ID=1296SISETBCG,1296,"AW2754, 2697",29.27,8.404,10.643,0.727229245,2754,middle,4,G19 SIL,G19 SIL,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G20C,,4,no,4,2754,,2 (10-20cm),yes both sides,0.15,Flake,3,7,backed,Backed artefact,Tertiary (none),Small (1-9),,,Imported BA,Imported set,No,G19C,30.46,0,2,"2697, 2754",Breakage,Y,flat - single,yes,No,-6190,removed,,4 or more,2,3.41,8.25,0.76,1.01,2.8,2.37,1,1,29.84,,,20.08,,,,,55.4,30,8.5,3.529411765,34.5,103,10.176,29.506,0.928
1298,ID=1298,ID=1298SISETBCG,1298,"AW1418, 1166",28.574,8.777,1.621,0.113459789,1418,middle,8,G19 SIL,G19 SIL,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9U,yes,8,no,1,1418,,4 (30-40cm),yes both sides,0.56,Flake,3,8,backed,Backed artefact,Tertiary (none),Small (1-9),,no,Imported BA,Imported set,Possible,G19A,30.7,,2,"1418, 1166",Breakage,,,,,,feather,,3,2,,9.59,1.06,,2.64,1.69,1,1,,,,,,,,,174.8,30.1,9.1,3.307692308,11,47.25,110.695,62.178,0.36
1246,ID=1246,ID=1246SIPROBCG,1246,AW2243,21.485,6.072,4.373,0.407074703,2243,middle,8,G4 SIL,G4 SIL,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G18A,,8,no,18,2243,,4 (30-40cm),yes both sides,0.57,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,no,CR - BA,CR - BA,Possible,,22.82,0,,,,y,removed,,,,removed,,2,1,,6.28,0.79,,4.34,3.28,1,1,21.72,,,22.2,,,,,94.2,22.6,6.3,3.587301587,7,61,83.66,51.324,0.25
1247,ID=1247,ID=1247SIPROBCG,1247,AW3675,26.725,6.984,8.844,0.661852198,3675,middle,6,G4 SIL,G4 SIL,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G20Z,,6,no,5,3675,,3 (20-30cm),ventral and some dorsal,0.44,Flake,3,9,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,CR - BA,No,,30.1,,,,,,,,,,removed,,2,1,,8,,,2.23,0.81,7,1,,,,14.03,,,,,165.4,30.1,8,3.7625,5.5,64.5,94.764,68.749,0.259
1249,ID=1249,ID=1249SIPROBCG,1249,AW1543,26.779,5.433,0,0,1543,middle,8,G4 SIL,G4 SIL,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9W,yes,8,no,5,1543,,4 (30-40cm),no,0.48,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,no,CR - BA,CR - BA,No,,27.25,0,,,,y,facetted,no,no,-6190,removed,,3,1,5.38,5.89,1.84,3.83,3.84,1.41,7,1,27.08,,,8.18,,,,,136.8,27.1,6.8,3.985294118,72,51,93.708,64.506,0.221
1250,ID=1250,ID=1250SIPROBCG,1250,AW866,15.741,9.989,3.405,0.432628168,866,middle,10,G4 SIL,G4 SIL,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9J,yes,10,no,4,866,,5 (40-50cm),yes both sides,0.22,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,CR - BA,No,,16.68,0,,,,y,removed,,,,feather,,4 or more,0,,10.3,4.77,1.17,1.17,1.29,8,1,16.21,,,9.56,,,,,128.4,17.7,10.5,1.685714286,54,67.25,73.61,47.956,0.623
1294,ID=1294,ID=1294SIPROBCG,1294,"AW534, 289",28,8.245,5.289,0.377785714,534,middle,10,G4 SIL,G4 SIL,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9D,yes,10,no,3,534,refit with different colours,5 (40-50cm),yes both sides,0.34,Flake,3,7,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,CR - BA,No,G4AR,29.93,0,2,"289, 534",Breakage,Y,flat - single,yes,no,-6190,removed,,3,2,2.79,9.55,,0.91,3.83,2.65,1,1,29.23,,,11.45,,,,,101.5,31,8.5,3.647058824,38.25,27.75,105.945,42.678,0.525
1295,ID=1295,ID=1295SIPROBCG,1295,"AW373, 2634",25.147,8.016,12.443,0.989621028,373,middle,6,G4 SIL,G4 SIL,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9B,yes,6,no,4,373,BLACKENED,3 (20-30cm),yes both sides,0.19,Flake,3,7,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,CR - BA,No,G4B,25.53,0,9,"252, 43718, 2901, 2634, 373, 313, 1060, 791, 840",Stacking and Breakage,y,flat - single,Yes,yes,-6190,removed,,4 or more,1,5.32,8.46,,0.76,2.45,1.86,7,1,25.52,,,9.41,,,,,68.9,26.4,7.5,3.52,17.5,41,115.017,33.763,0.607
1230,ID=1230,ID=1230CHISOBCG,1230,AW1682,30.96,6.889,10.636,0.687080103,1682,middle,8,G ISOCHERT,NA,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9Y,yes,8,no,38,1682,"similar to G11, just darker",4 (30-40cm),no,0.53,Flake,1,,backed,Backed artefact,Tertiary (none),Isolated,,possible,Imported BA,Imported BA,Possible,,31.33,0,,,,y,complex - mulitple,no,no,,removed,,4 or more,2,3.07,7.16,2.12,1.15,2,2.27,7,1,31.3,,,7.49,,,,,160.6,31,7.2,4.305555556,33.25,31.75,91.848,70.627,0.214
1231,ID=1231,ID=1231SIISOBCG,1231,AW1512,21.164,11.069,7.299,0.68975619,1512,middle,8,G ISOSILC,NA,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9V,yes,8,no,24,1512,platform removed through use/rt,4 (30-40cm),yes both sides,1.06,Flake,1,,unifacial,Backed artefact,Tertiary (none),Isolated,,no,Imported BA,Imported BA,Possible,,21.63,,,,,y,removed,,No,,removed,,4 or more,2,,10.98,1.76,,4.74,4.55,1,3,,,,,,,,,167.8,21.6,11.3,1.911504425,73.5,24.25,79.992,55.37,0.531
1232,ID=1232,ID=1232SIISOBCG,1232,AW1750,24.887,11.353,6.679,0.536746092,1750,middle,10,G ISOSILC,NA,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9Z,yes,10,no,3,1750,,5 (40-50cm),yes both sides,1.25,Flake,1,,backed,Backed artefact,Tertiary (none),Isolated,,no,Imported BA,Imported BA,Yes,,26.25,0,,,,y,flat - single,yes,no,-6190,removed,,2,1,4.53,11.5,1.07,1.91,4.54,2.95,1,1,25.19,,,23.67,,,,,211.4,26.5,11.8,2.245762712,46,110.75,82.942,65.931,0.433
1233,ID=1233,ID=1233SIISOBCG,1233,AW1490,26.815,8.365,5.632,0.420063397,1490,middle,8,G ISOSILC,NA,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9V,yes,8,no,2,1490,,4 (30-40cm),yes both sides,0.68,Flake,1,,backed,Backed artefact,Tertiary (none),Isolated,,no,Imported BA,Imported BA,Yes,,27.52,0,,,,y,flat - single,Yes,No,-6190,feather,,4 or more,1,4.56,8.68,1.96,1.31,2.75,2.86,1,1,26.94,,,24.16,,,,,159.3,27.4,8.5,3.223529412,43.5,75.75,96.801,64.335,0.284
1234,ID=1234,ID=1234SIISOBCG,1234,AW222,26.562,7.5,10.178,0.766357955,222,middle,8,G ISOSILC,NA,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9,yes,8,no,7,222,dull/weathered both sides,4 (30-40cm),no,0.73,Flake,1,,backed,Backed artefact,Tertiary (none),Isolated,,,Imported BA,Imported BA,Yes,,26.93,0,,,,y,flat - single,no,No,-6190,removed,,4 or more,1,1.61,7.76,1.05,1.09,4.19,2.36,1,1,26.86,,,25.62,,,,,148.6,26.8,8,3.35,69.75,60,92.675,62.395,0.281
1235,ID=1235,ID=1235CHISOBCG,1235,AW1642,30.628,6.612,6.34,0.414000261,1642,middle,6,G ISOCHERT,NA,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9Y,yes,6,no,13,1642,,3 (20-30cm),yes both sides,0.59,Flake,1,,backed,Backed artefact,Secondary (some),Isolated,,no,Imported BA,Imported BA,Possible,,31.05,0,,,,y,flat - single,no,no,,feather,,4 or more,1,3.67,6.66,0.59,1.43,3.24,3.13,1,1,31.15,,,30.89,,,,,146.4,31.2,6.9,4.52173913,73.75,40.75,83.103,70.835,0.208
1236,ID=1236,ID=1236CHISOBCG,1236,AW1513,26.644,9.103,14.077,1.056673172,1513,middle,8,G ISOCHERT,NA,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9V,yes,8,no,25,1513,poss backing?,4 (30-40cm),no,1.49,Flake,1,,backed,Backed artefact,Secondary (some),Isolated,,no,Imported BA,Imported BA,Yes,,26.82,0,,,,y,complex - mulitple,No,yes,,hinge,,4 or more,1,3.08,7.74,1.9,4.01,6.95,6.94,1,1,26.53,,,26.92,,,,,164.3,27.3,8.3,3.289156627,85.25,1.25,93.674,63.774,0.279
1237,ID=1237,ID=1237SIPROBCG,1237,AW2428,19.126,7.843,5.752,0.60148489,2428,middle,8,G21 SIL,NA,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - area 2 - south,Lake George,,G19,,8,no,6,2428,,4 (30-40cm),yes both sides,0.42,Flake,1,,backed,Backed artefact,Tertiary (none),NEE,,,CR - BA,CR - BA,No,,19.4,0,,,,y,removed,,,-6190,removed,,4 or more,1,,8.31,1.87,,3.33,2.57,1,1,15.58,,,13.99,,,,,99.8,19,8.2,2.317073171,32,51.5,86.236,46.506,0.379
1239,ID=1239,ID=1239SISETBCG,1239,AW2785,28.372,5.89,11.289,0.795784576,2785,middle,4,G8 SIL,NA,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G20D,,4,no,7,2785,,2 (10-20cm),yes both sides,0.39,Flake,1,,backed,Backed artefact,Tertiary (none),Small (1-9),,,Imported BA,Imported set,Yes,,28.63,0,,,,y,point,yes,No,,removed,,3,2,1.83,6.22,0.82,0.82,2.2,1.44,7,1,28.64,,,11.87,,,,,130.8,28.5,6.2,4.596774194,11.5,11.25,91.507,63.531,0.208
1241,ID=1241,ID=1241CHSETBCG,1241,AW1291,45.604,11.471,12.041,0.528067713,1291,middle,8,G14 CHERT,NA,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9S,yes,8,no,1,1291,,4 (30-40cm),no,1.95,Flake,1,,backed,Backed artefact,Secondary (some),Small (1-9),,no,Imported BA,Imported set,Yes,,46.68,0,,,,y,flat - single,no,Yes,-6190,feather,,3,1,3.48,11.4,0.73,1.67,4.39,4.39,1,1,46.34,,,37.27,,,,,345.7,45.8,11.3,4.053097345,14.25,53.25,76.419,104.401,0.229
1244,ID=1244,ID=1244CHSETBCG,1244,AW1044,16.713,7.825,0.203,0.024292467,1044,middle,6,G17 CHERT,NA,G1,CHERT,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,Minor end breakage,G9N,yes,6,no,24,1044,,3 (20-30cm),yes both sides,0.86,Flake,1,,backed,Backed artefact,Secondary (some),Small (1-9),,no,Imported BA,Imported set,Possible,,19.38,0,,,,y,facetted,no,No,-6190,feather,,2,1,5.96,8.39,2.88,4.09,5.86,5.45,1,1,19.02,,,17.96,,,,,113.4,19.6,8.5,2.305882353,27.5,47.5,72.951,49.506,0.376
1288,ID=1288,ID=1288SIPROBCG,1288,AW3507,13.742,5.563,0,0,3507,middle,8,G5 SIL,NA,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 3 - north,Lake George,,G20T,,8,no,26,3507,similar distinctive banding as 1527,4 (30-40cm),yes both sides,0.28,Flake,1,,backed,Backed artefact,Tertiary (none),Medium (10-25),,,CR - BA,CR - BA,No,G5B,14.09,0,2,"2018, 3507",Stacking,y,complex - mulitple,yes,No,-6190,removed,,3,1,5.77,7.28,2.31,1.58,2.55,2.55,1,1,14.27,,,9.99,,,,,71.8,14,7,2,105,35.75,100.305,36.849,0.483
1277,ID=1277,ID=1277SIPRON14,1277,AW41073,10.647,8.116,4.557,0.856015779,41073,,4,N14-W28 SIL,NA,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LD28,,4,No,3,41073,,,yes both sides,0.22,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,11.1,0,,,,y,removed,,,,removed,,,,,8.4,,,3.21,3.2,6,2,11,,,9.87,9.57,,,,58.5,11.1,8.4,1.321428571,51.25,125.75,173.517,32.178,0.814
1278,ID=1278,ID=1278SIISON14,1278,AW38161,11.337,10.293,5.08,0.896180647,38161,,2,N14 ISOSIL,NA,N14,SILCRETE,IMPORTED,WCL,WCL AREA N14,Lake George,,KZ34,,2,No,1,38161,,,yes both sides,0.22,Flake,1,,backed,Backed artefact,Tertiary (none),,,,Imported BA,Imported BA,No,,14.5,,,,,y,,,,,,,,,,11.7,,,NA,,,,,,,,,,,,102.1,14.5,11.7,1.239316239,12.5,166,178.025,45.395,0.794
1273,ID=1273,ID=1273SIPRON14,1273,AW39683,18.179,11.723,9.276,1.02051818,39683,,5,N14-W1R SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LB34,,5,No,10,39683,,,no,0.69,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,19.1,0,,,,y,removed,,,,removed,,3,1,,11.8,,,4.31,4.31,4,2,18.45,,,13.53,9.02,,,,150.4,19.1,11.8,1.618644068,63.75,180.5,49.236,51.724,0.621
1274,ID=1274,ID=1274SIPRON14,1274,AW40229,16.586,12.841,6.378,0.769082359,40229,,6,N14-W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LC31,,6,Yes,25,40229,,,yes both sides,0.49,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,17.1,0,,,,y,removed,,,,removed,,2,1,,13.1,,,2.59,2.59,4,2,17.13,,,12.57,10.86,,,,152.8,17.1,13.1,1.305343511,51,64.75,110.556,49.991,0.781
1275,ID=1275,ID=1275SIPRON14,1275,AW39672,16.003,9.002,5.89,0.736111979,39672,,10,N14-W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,Potential breakage,LB33,,10,Yes,27,39672,,,ventral only,0.42,Flake,1,,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,18.3,0,,,,y,removed,,,,removed,,,,,8.9,,,3.32,2.47,4,2,15.72,,,12.81,6.37,,,,106.8,18.3,8.9,2.056179775,85.5,34.25,115.866,44.774,0.467
1276,ID=1276,ID=1276SIPRON14,1276,AW39650,24.49,22.732,11.032,0.900939159,39650,,5,N14-W1R SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LB33,,5,Yes,5,39650,,,yes both sides,2.68,Flake,3,9,backed,Backed artefact,Tertiary (none),,,,CR - BA,CR - BA,No,,25.2,,,,,,,,,,,,,,,19.9,,,7.09,5.68,,,,,,,,,,,351.3,25.2,19.9,1.266331658,16.25,198.75,82.593,78.866,0.824
