order,Image.J.ID,SpecimenID,Site,notX,notY,X,Y,Spit,Raw.material,Key
3968,11,22554,BCJ area F7,NA,NA,11.6,30.8,6,quartz,Core local quartz
3977,20,22563,BCJ area F7,NA,NA,11.25,30.8,6,quartz,NA
3980,23,22566,BCJ area F7,NA,NA,11.8,30.8,6,quartz,NA
5201,NA,NA,NA,NA,NA,20,30.8,NA,NA,Excavation boundary
1903,173,20528,BCJ area F7,NA,NA,13.35,30.82,6,quartz,NA
1909,179,20534,BCJ area F7,NA,NA,13.35,30.82,6,quartz,NA
1916,186,20541,BCJ area F7,NA,NA,13.73,30.82,6,quartz,NA
1999,269,20624,BCJ area F7,NA,NA,13.51,30.82,6,quartz,NA
2003,273,20628,BCJ area F7,NA,NA,13.66,30.82,6,quartz,NA
2011,281,20636,BCJ area F7,NA,NA,13.61,30.82,6,quartz,NA
1271,113,19896,BCJ area F7,NA,NA,14.05,30.83,6,quartz,NA
1843,113,20468,BCJ area F7,NA,NA,13.5,30.83,6,quartz,Flake local quartz
1874,144,20499,BCJ area F7,NA,NA,13.6,30.83,4,quartz,NA
1966,236,20591,BCJ area F7,NA,NA,13.45,30.84,6,quartz,NA
1975,245,20600,BCJ area F7,NA,NA,13.45,30.84,6,quartz,NA
529,8,19154,BCJ area F7,NA,NA,17.1,30.85,4,quartz,NA
561,8,19186,BCJ area F7,NA,NA,16.1,30.85,4,quartz,NA
916,55,19541,BCJ area F7,NA,NA,15.1,30.85,6,quartz,NA
920,59,19545,BCJ area F7,NA,NA,15.55,30.85,6,quartz,NA
927,66,19552,BCJ area F7,NA,NA,15.5,30.85,6,quartz,NA
1166,8,19791,BCJ area F7,NA,NA,14.81,30.85,6,quartz,Flake local quartz
1276,118,19901,BCJ area F7,NA,NA,14.9,30.85,6,quartz,NA
1272,114,19897,BCJ area F7,NA,NA,14.75,30.85,6,quartz,NA
1239,81,19864,BCJ area F7,NA,NA,14.65,30.85,6,quartz,NA
1217,59,19842,BCJ area F7,NA,NA,14.55,30.85,4,quartz,NA
1224,66,19849,BCJ area F7,NA,NA,14.5,30.85,4,quartz,NA
1738,8,20363,BCJ area F7,NA,NA,13.1,30.85,4,quartz,Flake local quartz
1785,55,20410,BCJ area F7,NA,NA,13.1,30.85,6,quartz,Flake local quartz
1796,66,20421,BCJ area F7,NA,NA,13.5,30.85,6,quartz,Flake local quartz
1789,59,20414,BCJ area F7,NA,NA,13.55,30.85,6,quartz,Flake local quartz
1811,81,20436,BCJ area F7,NA,NA,13.65,30.85,6,quartz,Flake local quartz
1844,114,20469,BCJ area F7,NA,NA,13.75,30.85,6,quartz,Flake local quartz
1848,118,20473,BCJ area F7,NA,NA,13.9,30.85,6,quartz,Flake local quartz
1875,145,20500,BCJ area F7,NA,NA,13.85,30.85,4,quartz,NA
1879,149,20504,BCJ area F7,NA,NA,13.92,30.85,4,quartz,NA
3587,8,22212,BCJ area F7,NA,NA,12.1,30.85,6,quartz,Flake local quartz
3965,8,22551,BCJ area F7,NA,NA,11.1,30.85,6,chert,NA
1887,157,20512,BCJ area F7,NA,NA,13.85,30.87,4,quartz,NA
1982,252,20607,BCJ area F7,NA,NA,13.31,30.87,6,quartz,NA
2017,287,20642,BCJ area F7,NA,NA,13.21,30.87,6,quartz,NA
2025,295,20650,BCJ area F7,NA,NA,13.86,30.87,6,quartz,NA
1181,23,19806,BCJ area F7,NA,NA,14.0284,30.88,6,quartz,Flake local quartz
5374,NA,NA,NA,NA,NA,11,30.9,NA,NA,Excavation boundary
903,42,19528,BCJ area F7,NA,NA,15.7,30.9,4,quartz,NA
912,51,19537,BCJ area F7,NA,NA,15.35,30.9,6,quartz,NA
915,54,19540,BCJ area F7,NA,NA,15.1,30.9,6,quartz,NA
926,65,19551,BCJ area F7,NA,NA,16,30.9,6,quartz,NA
1199,41,19824,BCJ area F7,NA,NA,14.2142,30.9,6,quartz,Flake local quartz
1223,65,19848,BCJ area F7,NA,NA,14.8,30.9,4,quartz,NA
1270,112,19895,BCJ area F7,NA,NA,14.07,30.9,6,quartz,NA
1286,128,19911,BCJ area F7,NA,NA,14.65,30.9,8,quartz,NA
1255,97,19880,BCJ area F7,NA,NA,14.55,30.9,6,quartz,NA
1209,51,19834,BCJ area F7,NA,NA,14.35,30.9,4,quartz,NA
1212,54,19837,BCJ area F7,NA,NA,14.1,30.9,4,quartz,NA
1784,54,20409,BCJ area F7,NA,NA,13.1,30.9,6,quartz,Core local quartz
1781,51,20406,BCJ area F7,NA,NA,13.35,30.9,6,quartz,Flake local quartz
1827,97,20452,BCJ area F7,NA,NA,13.55,30.9,6,quartz,Flake local quartz
1851,121,20476,BCJ area F7,NA,NA,13.7,30.9,6,quartz,Flake local quartz
1772,42,20397,BCJ area F7,NA,NA,13.7,30.9,6,quartz,Flake local quartz
1842,112,20467,BCJ area F7,NA,NA,13.7,30.9,6,quartz,Flake local quartz
1795,65,20420,BCJ area F7,NA,NA,13.97,30.9,6,quartz,Flake local quartz
1858,128,20483,BCJ area F7,NA,NA,13.65,30.9,4,quartz,NA
1873,143,20498,BCJ area F7,NA,NA,13.8,30.9,4,quartz,NA
1882,152,20507,BCJ area F7,NA,NA,13.8,30.9,4,quartz,NA
3621,42,22246,BCJ area F7,NA,NA,12.7,30.9,6,quartz,NA
3630,51,22255,BCJ area F7,NA,NA,12.35,30.9,6,quartz,NA
5202,NA,NA,NA,NA,NA,20,30.9,NA,NA,Excavation boundary
1889,159,20514,BCJ area F7,NA,NA,13.65,30.92,4,quartz,NA
1893,163,20518,BCJ area F7,NA,NA,13.45,30.92,4,quartz,NA
1901,171,20526,BCJ area F7,NA,NA,13.9,30.92,6,quartz,NA
1981,251,20606,BCJ area F7,NA,NA,13.81,30.92,6,quartz,NA
2030,300,20655,BCJ area F7,NA,NA,13.61,30.92,6,quartz,NA
2034,304,20659,BCJ area F7,NA,NA,13.76,30.92,6,quartz,NA
1888,158,20513,BCJ area F7,NA,NA,13.95,30.94,4,quartz,NA
572,19,19197,BCJ area F7,NA,NA,16.45,30.95,4,quartz,NA
575,22,19200,BCJ area F7,NA,NA,16.85,30.95,6,quartz,NA
883,22,19508,BCJ area F7,NA,NA,15.85,30.95,4,quartz,NA
900,39,19525,BCJ area F7,NA,NA,15.2,30.95,4,quartz,NA
911,50,19536,BCJ area F7,NA,NA,15.55,30.95,6,quartz,NA
914,53,19539,BCJ area F7,NA,NA,15.95,30.95,6,quartz,NA
1173,15,19798,BCJ area F7,NA,NA,14.93,30.95,6,quartz,Core local quartz
1254,96,19879,BCJ area F7,NA,NA,14.85,30.95,6,quartz,NA
1248,90,19873,BCJ area F7,NA,NA,14.65,30.95,6,quartz,NA
1208,50,19833,BCJ area F7,NA,NA,14.055,30.95,4,quartz,NA
1244,86,19869,BCJ area F7,NA,NA,14.2,30.95,6,quartz,NA
1769,39,20394,BCJ area F7,NA,NA,13.2,30.95,6,quartz,Flake local quartz
1816,86,20441,BCJ area F7,NA,NA,13.2,30.95,6,quartz,Flake local quartz
1749,19,20374,BCJ area F7,NA,NA,13.45,30.95,6,quartz,Flake local quartz
1780,50,20405,BCJ area F7,NA,NA,13.55,30.95,6,quartz,Flake local quartz
1820,90,20445,BCJ area F7,NA,NA,13.65,30.95,6,quartz,Flake local quartz
1752,22,20377,BCJ area F7,NA,NA,13.85,30.95,6,quartz,Flake local quartz
1814,84,20439,BCJ area F7,NA,NA,13.85,30.95,6,quartz,Flake local quartz
1826,96,20451,BCJ area F7,NA,NA,13.85,30.95,6,quartz,Flake local quartz
1783,53,20408,BCJ area F7,NA,NA,13.95,30.95,6,quartz,Flake local quartz
1857,127,20482,BCJ area F7,NA,NA,13.95,30.95,6,quartz,Flake local quartz
1905,175,20530,BCJ area F7,NA,NA,13.6,30.95,6,quartz,NA
3598,19,22223,BCJ area F7,NA,NA,12.45,30.95,6,quartz,Flake local quartz
3601,22,22226,BCJ area F7,NA,NA,12.85,30.95,6,quartz,Flake local quartz
3618,39,22243,BCJ area F7,NA,NA,12.2,30.95,6,quartz,NA
3629,50,22254,BCJ area F7,NA,NA,12.55,30.95,6,quartz,NA
3976,19,22562,BCJ area F7,NA,NA,11.45,30.95,6,quartz,NA
3979,22,22565,BCJ area F7,NA,NA,11.85,30.95,6,quartz,NA
1906,176,20531,BCJ area F7,NA,NA,13.85,30.97,6,quartz,NA
1910,180,20535,BCJ area F7,NA,NA,13.95,30.97,6,quartz,NA
1986,256,20611,BCJ area F7,NA,NA,13.11,30.97,6,quartz,NA
2002,272,20627,BCJ area F7,NA,NA,13.01,30.97,6,quartz,NA
2006,276,20631,BCJ area F7,NA,NA,13.46,30.97,6,quartz,NA
2013,283,20638,BCJ area F7,NA,NA,13.41,30.97,6,quartz,NA
2028,298,20653,BCJ area F7,NA,NA,13.56,30.97,6,quartz,NA
1189,31,19814,BCJ area F7,NA,NA,14.1638,30.99,6,quartz,Flake local quartz
1179,21,19804,BCJ area F7,NA,NA,14.4158,30.99,6,quartz,Flake local quartz
1958,228,20583,BCJ area F7,NA,NA,13.6,30.99,6,quartz,NA
5373,NA,NA,NA,NA,NA,11,31,NA,NA,Excavation boundary
536,15,19161,BCJ area F7,NA,NA,17.25,31,8,quartz,NA
568,15,19193,BCJ area F7,NA,NA,16.25,31,4,quartz,NA
930,1,19555,BCJ area F7,15,31,15,31,4,silcrete,NA
985,1,19610,BCJ area F7,16,31,16,31,4,quartz,Flake local quartz
1321,18,19929,BCJ area F7,NA,NA,14.6552,31,4,quartz,Flake local quartz
1292,3,20033,BCJ area F7,NA,NA,14.95,31,6,NA,NA
1288,1,19912,BCJ area F7,14,31,14,31,4,silcrete,NA
1815,85,20440,BCJ area F7,NA,NA,13.2,31,6,quartz,Core local quartz
1745,15,20370,BCJ area F7,NA,NA,13.25,31,6,quartz,Flake local quartz
1812,82,20437,BCJ area F7,NA,NA,13.45,31,6,quartz,Flake local quartz
1803,73,20428,BCJ area F7,NA,NA,13.8,31,6,quartz,Flake local quartz
2035,1,20660,BCJ area F7,13,31,13,31,4,quartz,Flake local quartz
3498,1,22123,BCJ area F7,12,31,12,31,6,silcrete,NA
3594,15,22219,BCJ area F7,NA,NA,12.25,31,6,quartz,Flake local quartz
3927,1,22513,BCJ area F7,11,31,11,31,2,glass,NA
3972,15,22558,BCJ area F7,NA,NA,11.25,31,4,quartz,NA
5203,NA,NA,NA,NA,NA,20,31,NA,NA,Excavation boundary
5204,NA,NA,NA,NA,NA,19.9,31,NA,NA,Excavation boundary
5205,NA,NA,NA,NA,NA,19.8,31,NA,NA,Excavation boundary
5206,NA,NA,NA,NA,NA,19.7,31,NA,NA,Excavation boundary
5207,NA,NA,NA,NA,NA,19.6,31,NA,NA,Excavation boundary
5208,NA,NA,NA,NA,NA,19.5,31,NA,NA,Excavation boundary
5209,NA,NA,NA,NA,NA,19.4,31,NA,NA,Excavation boundary
5210,NA,NA,NA,NA,NA,19.3,31,NA,NA,Excavation boundary
5211,NA,NA,NA,NA,NA,19.2,31,NA,NA,Excavation boundary
5212,NA,NA,NA,NA,NA,19.1,31,NA,NA,Excavation boundary
5213,NA,NA,NA,NA,NA,19,31,NA,NA,Excavation boundary
5214,NA,NA,NA,NA,NA,18.9,31,NA,NA,Excavation boundary
5215,NA,NA,NA,NA,NA,18.8,31,NA,NA,Excavation boundary
5216,NA,NA,NA,NA,NA,18.7,31,NA,NA,Excavation boundary
5217,NA,NA,NA,NA,NA,18.6,31,NA,NA,Excavation boundary
5218,NA,NA,NA,NA,NA,18.5,31,NA,NA,Excavation boundary
5219,NA,NA,NA,NA,NA,18.4,31,NA,NA,Excavation boundary
5220,NA,NA,NA,NA,NA,18.3,31,NA,NA,Excavation boundary
5221,NA,NA,NA,NA,NA,18.2,31,NA,NA,Excavation boundary
5222,NA,NA,NA,NA,NA,18.1,31,NA,NA,Excavation boundary
5223,NA,NA,NA,NA,NA,18,31,NA,NA,Excavation boundary
5224,NA,NA,NA,NA,NA,17.9,31,NA,NA,Excavation boundary
5225,NA,NA,NA,NA,NA,17.8,31,NA,NA,Excavation boundary
5226,NA,NA,NA,NA,NA,17.7,31,NA,NA,Excavation boundary
5227,NA,NA,NA,NA,NA,17.6,31,NA,NA,Excavation boundary
5228,NA,NA,NA,NA,NA,17.5,31,NA,NA,Excavation boundary
5229,NA,NA,NA,NA,NA,17.4,31,NA,NA,Excavation boundary
5230,NA,NA,NA,NA,NA,17.3,31,NA,NA,Excavation boundary
5231,NA,NA,NA,NA,NA,17.2,31,NA,NA,Excavation boundary
5232,NA,NA,NA,NA,NA,17.1,31,NA,NA,Excavation boundary
5233,NA,NA,NA,NA,NA,17,31,NA,NA,Excavation boundary
1404,59,20089,BCJ area F7,NA,NA,14.2898,31.01,6,quartz,Flake local quartz
1322,18,20048,BCJ area F7,NA,NA,14.4662,31.02,6,quartz,Flake local quartz
1323,19,19930,BCJ area F7,NA,NA,14.3276,31.023,4,quartz,Flake local quartz
944,15,19569,BCJ area F7,NA,NA,15.25,31.05,6,quartz,Flake local quartz
938,9,19563,BCJ area F7,NA,NA,15.7,31.05,6,quartz,Flake local quartz
958,29,19583,BCJ area F7,NA,NA,15.1,31.05,4,quartz,NA
959,30,19584,BCJ area F7,NA,NA,15.95,31.05,4,quartz,NA
993,9,19618,BCJ area F7,NA,NA,16.7,31.05,4,quartz,NA
998,14,19623,BCJ area F7,NA,NA,16.25,31.05,4,quartz,NA
1291,3,19914,BCJ area F7,NA,NA,14.1134,31.05,4,quartz,Core local quartz
1497,106,20017,BCJ area F7,NA,NA,14.564,31.05,8,quartz,NA
1539,134,20164,BCJ area F7,NA,NA,14.285,31.05,6,quartz,NA
1422,68,20098,BCJ area F7,NA,NA,14.11,31.05,6,quartz,NA
2063,29,20688,BCJ area F7,NA,NA,13.1,31.05,6,quartz,Flake local quartz
2048,14,20673,BCJ area F7,NA,NA,13.25,31.05,6,quartz,Flake local quartz
2043,9,20668,BCJ area F7,NA,NA,13.7,31.05,6,quartz,Core local quartz
2064,30,20689,BCJ area F7,NA,NA,13.95,31.05,6,quartz,Flake local quartz
3526,29,22151,BCJ area F7,NA,NA,12.1,31.05,6,quartz,Flake local quartz
3511,14,22136,BCJ area F7,NA,NA,12.25,31.05,6,quartz,Flake local quartz
3506,9,22131,BCJ area F7,NA,NA,12.7,31.05,6,quartz,Core local quartz
3527,30,22152,BCJ area F7,NA,NA,12.95,31.05,6,quartz,Flake local quartz
3935,9,22521,BCJ area F7,NA,NA,11.7,31.05,6,quartz,Flake local quartz
3940,14,22526,BCJ area F7,NA,NA,11.25,31.05,4,quartz,NA
3955,29,22541,BCJ area F7,NA,NA,11.1,31.05,6,quartz,NA
3956,30,22542,BCJ area F7,NA,NA,11.95,31.05,6,quartz,NA
1540,135,20165,BCJ area F7,NA,NA,14.175,31.06,6,quartz,NA
1289,2,20032,BCJ area F7,NA,NA,14.14,31.08,6,NA,NA
1551,146,20176,BCJ area F7,NA,NA,14.255,31.09,6,quartz,NA
936,7,19561,BCJ area F7,NA,NA,15.595,31.095,6,quartz,Flake local quartz
991,7,19616,BCJ area F7,NA,NA,16.95,31.095,4,quartz,NA
2041,7,20666,BCJ area F7,NA,NA,13.95,31.095,6,quartz,Flake local quartz
3504,7,22129,BCJ area F7,NA,NA,12.95,31.095,6,quartz,Flake local quartz
3933,7,22519,BCJ area F7,NA,NA,11.95,31.095,6,quartz,Flake local quartz
5372,NA,NA,NA,NA,NA,11,31.1,NA,NA,Excavation boundary
955,26,19580,BCJ area F7,NA,NA,15.55,31.1,4,quartz,NA
961,32,19586,BCJ area F7,NA,NA,15.1,31.1,4,quartz,NA
1294,4,19915,BCJ area F7,NA,NA,14.2646,31.1,4,quartz,Core local quartz
1512,113,20143,BCJ area F7,NA,NA,14.846,31.1,6,quartz,NA
1524,119,20149,BCJ area F7,NA,NA,14.82,31.1,6,quartz,NA
1522,118,20148,BCJ area F7,NA,NA,14.27,31.1,6,quartz,NA
1537,132,20162,BCJ area F7,NA,NA,14.265,31.1,6,quartz,NA
1476,95,20125,BCJ area F7,NA,NA,14.12,31.1,6,quartz,NA
2066,32,20691,BCJ area F7,NA,NA,13.1,31.1,6,quartz,Flake local quartz
2060,26,20685,BCJ area F7,NA,NA,13.55,31.1,6,quartz,Flake local quartz
3529,32,22154,BCJ area F7,NA,NA,12.1,31.1,6,quartz,Flake local quartz
3523,26,22148,BCJ area F7,NA,NA,12.55,31.1,6,quartz,Flake local quartz
3952,26,22538,BCJ area F7,NA,NA,11.55,31.1,6,quartz,NA
5234,NA,NA,NA,NA,NA,17,31.1,NA,NA,Excavation boundary
1345,30,19941,BCJ area F7,NA,NA,14.355,31.115,4,quartz,NA
1538,133,20163,BCJ area F7,NA,NA,14.17,31.12,6,quartz,NA
1495,105,20016,BCJ area F7,NA,NA,14.85,31.14,8,quartz,NA
1433,74,19985,BCJ area F7,NA,NA,14.115,31.14,4,quartz,NA
1287,1,20031,BCJ area F7,NA,NA,14.6,31.145,6,silcrete,NA
941,12,19566,BCJ area F7,NA,NA,15.11,31.15,6,quartz,Flake local quartz
969,40,19594,BCJ area F7,NA,NA,15.8,31.15,6,quartz,NA
974,45,19599,BCJ area F7,NA,NA,15.35,31.15,6,quartz,NA
996,12,19621,BCJ area F7,NA,NA,17,31.15,4,quartz,NA
1359,37,20067,BCJ area F7,NA,NA,14.819,31.15,6,quartz,Backed artefact local quartz
1296,5,20035,BCJ area F7,NA,NA,14,31.15,6,quartz,Flake local quartz
2079,45,20704,BCJ area F7,NA,NA,13.35,31.15,6,quartz,Flake local quartz
2074,40,20699,BCJ area F7,NA,NA,13.8,31.15,6,quartz,Backed artefact local quartz
2046,12,20671,BCJ area F7,NA,NA,13.95,31.15,6,quartz,Flake local quartz
2094,60,20719,BCJ area F7,NA,NA,13.2,31.15,4,quartz,NA
2095,61,20720,BCJ area F7,NA,NA,13.9,31.15,4,quartz,NA
3537,40,22162,BCJ area F7,NA,NA,12.8,31.15,4,quartz,NA
3542,45,22167,BCJ area F7,NA,NA,12.35,31.15,4,quartz,NA
3557,60,22182,BCJ area F7,NA,NA,12.2,31.15,6,quartz,NA
3558,61,22183,BCJ area F7,NA,NA,12.9,31.15,6,quartz,NA
3509,12,22134,BCJ area F7,NA,NA,12.1,31.15,6,quartz,NA
3938,12,22524,BCJ area F7,NA,NA,11.2,31.15,6,quartz,Flake local quartz
1351,33,19944,BCJ area F7,NA,NA,14.38,31.155,4,quartz,NA
1358,36,20066,BCJ area F7,NA,NA,14.8694,31.16,6,quartz,Flake local quartz
975,46,19600,BCJ area F7,NA,NA,15.35,31.18,6,quartz,NA
1349,32,19943,BCJ area F7,NA,NA,14.51,31.18,4,quartz,NA
2080,46,20705,BCJ area F7,NA,NA,13.35,31.18,6,quartz,Flake local quartz
3543,46,22168,BCJ area F7,NA,NA,12.35,31.18,4,quartz,NA
967,38,19592,BCJ area F7,NA,NA,16,31.195,6,quartz,NA
2072,38,20697,BCJ area F7,NA,NA,13.99,31.195,6,quartz,Flake local quartz
3535,38,22160,BCJ area F7,NA,NA,12.5,31.195,4,quartz,NA
5371,NA,NA,NA,NA,NA,11,31.2,NA,NA,Excavation boundary
943,14,19568,BCJ area F7,NA,NA,15.25,31.2,6,quartz,Flake local quartz
935,6,19560,BCJ area F7,NA,NA,15.35,31.2,6,quartz,Flake local quartz
946,17,19571,BCJ area F7,NA,NA,15.37,31.2,6,quartz,Flake local quartz
990,6,19615,BCJ area F7,NA,NA,16.35,31.2,6,silcrete,NA
1001,17,19626,BCJ area F7,NA,NA,16.7,31.2,6,quartz,NA
1297,6,19917,BCJ area F7,NA,NA,14.3024,31.2,4,quartz,Flake local quartz
1326,20,20050,BCJ area F7,NA,NA,14.2016,31.2,6,quartz,Flake local quartz
1509,112,20023,BCJ area F7,NA,NA,14.94,31.2,8,quartz,NA
1504,109,20139,BCJ area F7,NA,NA,14.752,31.2,6,quartz,NA
1499,107,20018,BCJ area F7,NA,NA,14.611,31.2,8,quartz,NA
1330,22,19933,BCJ area F7,NA,NA,14.4284,31.2,8,silcrete,NA
2040,6,20665,BCJ area F7,NA,NA,13.35,31.2,6,quartz,Flake local quartz
2051,17,20676,BCJ area F7,NA,NA,13.7,31.2,6,quartz,Flake local quartz
2091,57,20716,BCJ area F7,NA,NA,13.65,31.2,4,quartz,NA
2097,63,20722,BCJ area F7,NA,NA,13.2,31.2,4,quartz,NA
3503,6,22128,BCJ area F7,NA,NA,12.35,31.2,6,quartz,Flake local quartz
3514,17,22139,BCJ area F7,NA,NA,12.7,31.2,6,quartz,Flake local quartz
3554,57,22179,BCJ area F7,NA,NA,12.65,31.2,6,quartz,NA
3560,63,22185,BCJ area F7,NA,NA,12.2,31.2,6,quartz,NA
3932,6,22518,BCJ area F7,NA,NA,11.35,31.2,6,quartz,Core local quartz
3943,17,22529,BCJ area F7,NA,NA,11.7,31.2,4,quartz,NA
5235,NA,NA,NA,NA,NA,17,31.2,NA,NA,Excavation boundary
1357,36,19947,BCJ area F7,NA,NA,14.615,31.22,4,quartz,NA
1365,40,19951,BCJ area F7,NA,NA,14.705,31.23,4,quartz,NA
1532,127,20157,BCJ area F7,NA,NA,14.13,31.24,6,quartz,NA
1328,21,19932,BCJ area F7,NA,NA,14.4032,31.24,8,silcrete,NA
1363,39,19950,BCJ area F7,NA,NA,14.225,31.24,4,quartz,NA
972,43,19597,BCJ area F7,NA,NA,15.15,31.25,6,quartz,NA
1298,6,20036,BCJ area F7,NA,NA,14.567,31.25,6,quartz,Flake local quartz
1381,48,19959,BCJ area F7,NA,NA,14.83,31.25,4,quartz,NA
1560,155,20185,BCJ area F7,NA,NA,14.22,31.25,6,quartz,NA
2077,43,20702,BCJ area F7,NA,NA,13.15,31.25,6,quartz,Flake local quartz
2105,71,20730,BCJ area F7,NA,NA,13.9,31.25,4,quartz,NA
2110,76,20735,BCJ area F7,NA,NA,13.45,31.25,4,quartz,NA
2125,91,20750,BCJ area F7,NA,NA,13.3,31.25,6,quartz,NA
2126,92,20751,BCJ area F7,NA,NA,13.92,31.25,6,quartz,NA
2128,94,20753,BCJ area F7,NA,NA,13.25,31.25,6,quartz,NA
2159,125,20784,BCJ area F7,NA,NA,13.35,31.25,6,quartz,NA
3540,43,22165,BCJ area F7,NA,NA,12.15,31.25,4,quartz,NA
3568,71,22193,BCJ area F7,NA,NA,12.9,31.25,6,quartz,NA
3573,76,22198,BCJ area F7,NA,NA,12.45,31.25,6,quartz,NA
1377,46,19957,BCJ area F7,NA,NA,14.25,31.255,4,quartz,NA
1332,23,20053,BCJ area F7,NA,NA,14.7812,31.26,6,quartz,Flake local quartz
1364,39,20069,BCJ area F7,NA,NA,14.0378,31.26,6,quartz,Flake local quartz
1405,60,19971,BCJ area F7,NA,NA,14.285,31.27,4,quartz,NA
1347,31,19942,BCJ area F7,NA,NA,14.48,31.275,4,quartz,NA
1411,63,19974,BCJ area F7,NA,NA,14.875,31.28,4,quartz,NA
2111,77,20736,BCJ area F7,NA,NA,13.45,31.28,4,quartz,NA
3574,77,22199,BCJ area F7,NA,NA,12.45,31.28,6,quartz,NA
1396,55,20085,BCJ area F7,NA,NA,14.6552,31.284,6,quartz,Flake local quartz
1506,110,20140,BCJ area F7,NA,NA,14.9,31.29,6,quartz,NA
1484,99,20129,BCJ area F7,NA,NA,14.8,31.29,6,quartz,NA
2103,69,20728,BCJ area F7,NA,NA,13.29,31.295,4,quartz,NA
3566,69,22191,BCJ area F7,NA,NA,12.29,31.295,6,quartz,NA
5370,NA,NA,NA,NA,NA,11,31.3,NA,NA,Excavation boundary
956,27,19581,BCJ area F7,NA,NA,15.3,31.3,4,quartz,NA
966,37,19591,BCJ area F7,NA,NA,15.45,31.3,6,quartz,NA
977,48,19602,BCJ area F7,NA,NA,15.8,31.3,6,quartz,NA
1299,7,19918,BCJ area F7,NA,NA,14.441,31.3,4,quartz,Core local quartz
1324,19,20049,BCJ area F7,NA,NA,14.1764,31.3,6,quartz,Flake local quartz
1369,42,19953,BCJ area F7,NA,NA,14.57,31.3,4,quartz,NA
1514,114,20144,BCJ area F7,NA,NA,14.14,31.3,6,quartz,NA
2061,27,20686,BCJ area F7,NA,NA,13.3,31.3,6,quartz,Flake local quartz
2071,37,20696,BCJ area F7,NA,NA,13.45,31.3,6,quartz,Flake local quartz
2082,48,20707,BCJ area F7,NA,NA,13.8,31.3,6,quartz,Flake local quartz
2122,88,20747,BCJ area F7,NA,NA,13.75,31.3,6,quartz,NA
2136,102,20761,BCJ area F7,NA,NA,13.95,31.3,6,quartz,NA
2141,107,20766,BCJ area F7,NA,NA,13.5,31.3,6,quartz,NA
2156,122,20781,BCJ area F7,NA,NA,13.35,31.3,6,quartz,NA
2157,123,20782,BCJ area F7,NA,NA,13.73,31.3,6,quartz,NA
2167,133,20792,BCJ area F7,NA,NA,13.98,31.3,6,quartz,NA
2172,138,20797,BCJ area F7,NA,NA,13.6,31.3,6,quartz,NA
3524,27,22149,BCJ area F7,NA,NA,12.3,31.3,6,quartz,Flake local quartz
3534,37,22159,BCJ area F7,NA,NA,12.45,31.3,4,quartz,NA
3545,48,22170,BCJ area F7,NA,NA,12.8,31.3,4,quartz,NA
3953,27,22539,BCJ area F7,NA,NA,11.3,31.3,6,quartz,NA
5236,NA,NA,NA,NA,NA,17,31.3,NA,NA,Excavation boundary
1341,28,19939,BCJ area F7,NA,NA,14.42,31.31,4,quartz,NA
1367,41,19952,BCJ area F7,NA,NA,14.53,31.33,4,quartz,NA
1466,90,20120,BCJ area F7,NA,NA,14.125,31.33,6,quartz,NA
2142,108,20767,BCJ area F7,NA,NA,13.5,31.33,6,quartz,NA
2169,135,20794,BCJ area F7,NA,NA,13.95,31.33,6,quartz,NA
2173,139,20798,BCJ area F7,NA,NA,13.6,31.33,6,quartz,NA
1300,7,20037,BCJ area F7,NA,NA,14.7812,31.34,6,quartz,Flake local quartz
2134,100,20759,BCJ area F7,NA,NA,13.44,31.345,6,quartz,NA
2165,131,20790,BCJ area F7,NA,NA,13.54,31.345,6,quartz,NA
942,13,19567,BCJ area F7,NA,NA,15.6,31.35,6,quartz,Flake local quartz
934,5,19559,BCJ area F7,NA,NA,15.9,31.35,6,quartz,Flake local quartz
989,5,19614,BCJ area F7,NA,NA,16.9,31.35,6,silcrete,NA
997,13,19622,BCJ area F7,NA,NA,16.6,31.35,4,quartz,NA
1406,60,20090,BCJ area F7,NA,NA,14.441,31.35,6,quartz,Flake local quartz
1527,122,20152,BCJ area F7,NA,NA,14.846,31.35,6,quartz,NA
2047,13,20672,BCJ area F7,NA,NA,13.6,31.35,6,quartz,Flake local quartz
2039,5,20664,BCJ area F7,NA,NA,13.9,31.35,6,quartz,Core local quartz
2108,74,20733,BCJ area F7,NA,NA,13.25,31.35,4,quartz,NA
2153,119,20778,BCJ area F7,NA,NA,13.8,31.35,6,quartz,NA
3510,13,22135,BCJ area F7,NA,NA,12.6,31.35,6,quartz,Flake local quartz
3502,5,22127,BCJ area F7,NA,NA,12.9,31.35,6,quartz,Flake local quartz
3571,74,22196,BCJ area F7,NA,NA,12.25,31.35,6,quartz,NA
3939,13,22525,BCJ area F7,NA,NA,11.6,31.35,6,quartz,Flake local quartz
3931,5,22517,BCJ area F7,NA,NA,11.9,31.35,4,quartz,Flake local quartz
1407,61,19972,BCJ area F7,NA,NA,14.66,31.355,4,quartz,NA
1366,40,20070,BCJ area F7,NA,NA,14.4032,31.36,6,quartz,Flake local quartz
1331,23,19934,BCJ area F7,NA,NA,14,31.36,8,quartz,Flake local quartz
1541,136,20166,BCJ area F7,NA,NA,14.69,31.36,6,quartz,NA
1525,120,20150,BCJ area F7,NA,NA,14.24,31.36,6,quartz,NA
1391,53,19964,BCJ area F7,NA,NA,14.885,31.365,4,quartz,NA
