order,Image.J.ID,SpecimenID,Site,notX,notY,X,Y,Spit,Raw.material,Key
5488,NA,NA,NA,NA,NA,17.5,26,NA,NA,Excavation boundary
5489,NA,NA,NA,NA,NA,17.6,26,NA,NA,Excavation boundary
5490,NA,NA,NA,NA,NA,17.7,26,NA,NA,Excavation boundary
5491,NA,NA,NA,NA,NA,17.8,26,NA,NA,Excavation boundary
5492,NA,NA,NA,NA,NA,17.9,26,NA,NA,Excavation boundary
5493,NA,NA,NA,NA,NA,18,26,NA,NA,Excavation boundary
17,9,18642,BCJ area F7,NA,NA,18.7,26.05,4,silcrete,Flake local F24
22,14,18647,BCJ area F7,NA,NA,18.25,26.05,4,silcrete,Flake local F24
37,29,18662,BCJ area F7,NA,NA,18.1,26.05,6,NA,NA
38,30,18663,BCJ area F7,NA,NA,18.95,26.05,6,chert,Backed artefact local F28
298,14,18933,BCJ area F7,NA,NA,16.25,26.05,6,chert,NA
304,9,18928,BCJ area F7,NA,NA,16.7,26.05,6,chert,NA
362,9,18987,BCJ area F7,NA,NA,20.7,26.05,6,silcrete,NA
374,21,18999,BCJ area F7,NA,NA,19.7,26.05,6,chert,Flake local F24
15,7,18640,BCJ area F7,NA,NA,18.95,26.095,2,quartz,NA
307,7,18926,BCJ area F7,NA,NA,16.95,26.095,6,chert,NA
360,7,18985,BCJ area F7,NA,NA,20.95,26.095,4,quartz,NA
372,19,18997,BCJ area F7,NA,NA,19.95,26.095,6,chert,Flake local F24
403,7,19007,BCJ area F7,NA,NA,17.95,26.095,6,silcrete,Backed artefact imported
34,26,18659,BCJ area F7,NA,NA,18.55,26.1,6,silcrete,Flake local F24
5144,NA,NA,NA,NA,NA,21,26.1,NA,NA,Excavation boundary
5472,NA,NA,NA,NA,NA,16,26.1,NA,NA,Excavation boundary
20,12,18645,BCJ area F7,NA,NA,18.1,26.15,4,silcrete,Flake local F24
308,12,18931,BCJ area F7,NA,NA,17,26.15,6,chert,Backed artefact local F28
365,12,18990,BCJ area F7,NA,NA,21,26.15,6,quartz,NA
408,12,19012,BCJ area F7,NA,NA,18,26.15,6,quartz,NA
14,6,18639,BCJ area F7,NA,NA,18.35,26.2,2,chert,NA
25,17,18650,BCJ area F7,NA,NA,18.7,26.2,4,silcrete,Flake local F26
40,32,18665,BCJ area F7,NA,NA,18.1,26.2,6,quartz,NA
300,6,18925,BCJ area F7,NA,NA,16.35,26.2,6,NA,NA
359,6,18984,BCJ area F7,NA,NA,20.35,26.2,4,quartz,NA
371,18,18996,BCJ area F7,NA,NA,19.35,26.2,6,chert,Backed artefact local F28
5145,NA,NA,NA,NA,NA,21,26.2,NA,NA,Excavation boundary
5471,NA,NA,NA,NA,NA,16,26.2,NA,NA,Excavation boundary
402,6,19006,BCJ area F7,NA,NA,17.35,26.28,4,chert,Flake local F28
35,27,18660,BCJ area F7,NA,NA,18.3,26.3,6,silcrete,Flake local F24
5146,NA,NA,NA,NA,NA,21,26.3,NA,NA,Excavation boundary
5470,NA,NA,NA,NA,NA,16,26.3,NA,NA,Excavation boundary
13,5,18638,BCJ area F7,NA,NA,18.9,26.35,2,silcrete,Flake local F24
21,13,18646,BCJ area F7,NA,NA,18.6,26.35,4,silcrete,Flake local F24
303,13,18932,BCJ area F7,NA,NA,16.6,26.35,6,chert,NA
306,5,18924,BCJ area F7,NA,NA,16.9,26.35,6,NA,NA
358,5,18983,BCJ area F7,NA,NA,20.9,26.35,4,chert,Flake local F24
370,17,18995,BCJ area F7,NA,NA,19.9,26.35,6,silcrete,Flake local F26
409,13,19013,BCJ area F7,NA,NA,17.6,26.35,6,quartz,NA
18,10,18643,BCJ area F7,NA,NA,18.05,26.4,4,silcrete,Flake local F24
296,10,18929,BCJ area F7,NA,NA,16.05,26.4,6,chert,NA
363,10,18988,BCJ area F7,NA,NA,20.05,26.4,6,chert,Flake local F24
375,22,19000,BCJ area F7,NA,NA,19.05,26.4,6,silcrete,NA
5147,NA,NA,NA,NA,NA,21,26.4,NA,NA,Excavation boundary
5469,NA,NA,NA,NA,NA,16,26.4,NA,NA,Excavation boundary
26,18,18651,BCJ area F7,NA,NA,18.2,26.45,4,quartz,NA
349,31,18664,BCJ area F7,NA,NA,18.8,26.45,6,chert,Flake local F28
10,2,18635,BCJ area F7,NA,NA,18.5,26.5,2,silcrete,Backed artefact local F24
301,2,18921,BCJ area F7,NA,NA,16.5,26.5,4,chert,NA
355,2,18980,BCJ area F7,NA,NA,20.5,26.5,2,silcrete,NA
367,14,18992,BCJ area F7,NA,NA,19.5,26.5,4,quartz,NA
398,2,19002,BCJ area F7,NA,NA,17.5,26.5,2,chert,NA
5148,NA,NA,NA,NA,NA,21,26.5,NA,NA,Excavation boundary
5468,NA,NA,NA,NA,NA,16,26.5,NA,NA,Excavation boundary
24,16,18649,BCJ area F7,NA,NA,18.85,26.55,4,silcrete,Flake local F26
404,5,19005,BCJ area F7,NA,NA,17.9,26.55,4,chert,Backed artefact local F28
29,21,18654,BCJ area F7,NA,NA,18.5,26.6,6,silcrete,Flake local F24
33,25,18658,BCJ area F7,NA,NA,18.65,26.6,6,silcrete,Flake local F24
5149,NA,NA,NA,NA,NA,21,26.6,NA,NA,Excavation boundary
5467,NA,NA,NA,NA,NA,16,26.6,NA,NA,Excavation boundary
12,4,18637,BCJ area F7,NA,NA,18.3,26.65,2,silcrete,Flake local F24
299,4,18923,BCJ area F7,NA,NA,16.3,26.65,6,NA,NA
357,4,18982,BCJ area F7,NA,NA,20.3,26.65,4,chert,Flake local F24
369,16,18994,BCJ area F7,NA,NA,19.3,26.65,4,silcrete,Flake local F26
400,4,19004,BCJ area F7,NA,NA,17.3,26.65,2,quartz,NA
401,9,19009,BCJ area F7,NA,NA,17.7,26.67,6,chert,Flake local F28
11,3,18636,BCJ area F7,NA,NA,18.8,26.7,2,silcrete,Flake local F24
41,33,18666,BCJ area F7,NA,NA,18.6,26.7,8,quartz,NA
305,3,18922,BCJ area F7,NA,NA,16.8,26.7,4,chert,NA
356,3,18981,BCJ area F7,NA,NA,20.8,26.7,4,silcrete,Flake local F26
368,15,18993,BCJ area F7,NA,NA,19.8,26.7,4,silcrete,Flake local F26
399,3,19003,BCJ area F7,NA,NA,17.8,26.7,2,chert,Flake local F24
5150,NA,NA,NA,NA,NA,21,26.7,NA,NA,Excavation boundary
5466,NA,NA,NA,NA,NA,16,26.7,NA,NA,Excavation boundary
32,24,18657,BCJ area F7,NA,NA,18,26.75,6,silcrete,Flake local F24
36,28,18661,BCJ area F7,NA,NA,18.45,26.75,6,silcrete,Flake local F24
406,8,19008,BCJ area F7,NA,NA,17.1,26.75,6,chert,Flake local F28
19,11,18644,BCJ area F7,NA,NA,18.6,26.8,4,silcrete,Flake local F24
28,20,18653,BCJ area F7,NA,NA,18.25,26.8,6,silcrete,Flake local F24
31,23,18656,BCJ area F7,NA,NA,18.3,26.8,6,silcrete,Flake local F24
302,11,18930,BCJ area F7,NA,NA,16.6,26.8,6,chert,NA
364,11,18989,BCJ area F7,NA,NA,20,26.8,6,chert,Flake local F28
407,11,19011,BCJ area F7,NA,NA,17.6,26.8,6,quartz,NA
5151,NA,NA,NA,NA,NA,21,26.8,NA,NA,Excavation boundary
5465,NA,NA,NA,NA,NA,16,26.8,NA,NA,Excavation boundary
405,10,19010,BCJ area F7,NA,NA,17.05,26.84,6,chert,Flake local F28
16,8,18641,BCJ area F7,NA,NA,18.1,26.85,4,silcrete,Core local F24
297,8,18927,BCJ area F7,NA,NA,16.1,26.85,6,chert,NA
361,8,18986,BCJ area F7,NA,NA,20.1,26.85,4,quartz,NA
373,20,18998,BCJ area F7,NA,NA,19.1,26.85,6,chert,Flake local F24
42,34,18667,BCJ area F7,NA,NA,18.9,26.9,10,quartz,NA
5152,NA,NA,NA,NA,NA,21,26.9,NA,NA,Excavation boundary
5464,NA,NA,NA,NA,NA,16,26.9,NA,NA,Excavation boundary
27,19,18652,BCJ area F7,NA,NA,18.45,26.95,6,silcrete,Flake local F24
30,22,18655,BCJ area F7,NA,NA,18.85,26.95,6,silcrete,Backed artefact local F24
23,15,18648,BCJ area F7,NA,NA,18.25,27,4,silcrete,Flake local F26
376,1,19022,BCJ area F7,18,27,18,27,2,silcrete,Flake local F26
395,21,19042,BCJ area F7,NA,NA,18.1,27,8,chert,Flake local F24
482,1,19107,BCJ area F7,17,27,17,27,4,quartz,NA
584,1,19209,BCJ area F7,19,30,19,27,4,silcrete,Flake local F26
598,15,19223,BCJ area F7,NA,NA,19.25,27,6,silcrete,Flake local F26
604,21,19229,BCJ area F7,NA,NA,19.5,27,6,silcrete,Flake local F26
677,1,19302,BCJ area F7,16,27,16,27,4,chert,Flake local F28
738,1,19363,BCJ area F7,20,27,20,27,4,silcrete,Backed artefact local F26
769,10,19394,BCJ area F7,15,27,15,27,4,chert,NA
5153,NA,NA,NA,NA,NA,21,27,NA,NA,Excavation boundary
5453,NA,NA,NA,NA,NA,15,27,NA,NA,Excavation boundary
5454,NA,NA,NA,NA,NA,15.1,27,NA,NA,Excavation boundary
5455,NA,NA,NA,NA,NA,15.2,27,NA,NA,Excavation boundary
5456,NA,NA,NA,NA,NA,15.3,27,NA,NA,Excavation boundary
5457,NA,NA,NA,NA,NA,15.4,27,NA,NA,Excavation boundary
5458,NA,NA,NA,NA,NA,15.5,27,NA,NA,Excavation boundary
5459,NA,NA,NA,NA,NA,15.6,27,NA,NA,Excavation boundary
5460,NA,NA,NA,NA,NA,15.7,27,NA,NA,Excavation boundary
5461,NA,NA,NA,NA,NA,15.8,27,NA,NA,Excavation boundary
5462,NA,NA,NA,NA,NA,15.9,27,NA,NA,Excavation boundary
5463,NA,NA,NA,NA,NA,16,27,NA,NA,Excavation boundary
384,9,19030,BCJ area F7,NA,NA,18.7,27.05,4,quartz,NA
389,14,19035,BCJ area F7,NA,NA,18.25,27.05,6,silcrete,Flake local F26
490,9,19115,BCJ area F7,NA,NA,17.7,27.05,4,silcrete,Flake local F26
493,29,19135,BCJ area F7,NA,NA,17.1,27.05,4,chert,Flake local F28
494,14,19120,BCJ area F7,NA,NA,17.25,27.05,4,chert,Flake local F28
508,30,19136,BCJ area F7,NA,NA,17.95,27.05,4,chert,Flake local F28
597,14,19222,BCJ area F7,NA,NA,19.25,27.05,4,quartz,NA
608,25,19233,BCJ area F7,NA,NA,19.65,27.05,6,silcrete,Flake local F26
678,14,19315,BCJ area F7,NA,NA,16.15,27.05,4,chert,NA
746,22,19384,BCJ area F7,NA,NA,20.7,27.05,6,silcrete,Backed artefact local F26
782,23,19407,BCJ area F7,NA,NA,15.25,27.05,6,silcrete,NA
382,7,19028,BCJ area F7,NA,NA,18.95,27.095,4,silcrete,NA
488,7,19113,BCJ area F7,NA,NA,17.95,27.095,4,silcrete,Flake local F26
679,7,19308,BCJ area F7,NA,NA,16.95,27.095,4,chert,NA
744,7,19369,BCJ area F7,NA,NA,20.95,27.095,6,quartz,NA
499,26,19132,BCJ area F7,NA,NA,17.55,27.1,4,chert,Backed artefact local F28
513,32,19138,BCJ area F7,NA,NA,17.1,27.1,4,chert,NA
599,16,19224,BCJ area F7,NA,NA,19.85,27.1,6,silcrete,Flake local F26
605,22,19230,BCJ area F7,NA,NA,19.85,27.1,6,silcrete,Flake local F26
609,26,19234,BCJ area F7,NA,NA,19.55,27.1,6,chert,Flake local F28
680,26,19327,BCJ area F7,NA,NA,16.55,27.1,6,quartz,NA
711,28,19329,BCJ area F7,NA,NA,16.86,27.1,6,chert,Flake local F28
5154,NA,NA,NA,NA,NA,21,27.1,NA,NA,Excavation boundary
5452,NA,NA,NA,NA,NA,15,27.1,NA,NA,Excavation boundary
387,12,19033,BCJ area F7,NA,NA,18.1,27.15,6,silcrete,Flake local F26
509,12,19118,BCJ area F7,NA,NA,18,27.15,4,chert,Flake local F28
521,40,19146,BCJ area F7,NA,NA,17.8,27.15,6,chert,Flake local F24
595,12,19220,BCJ area F7,NA,NA,20,27.15,4,silcrete,Flake local F26
682,12,19313,BCJ area F7,NA,NA,17,27.15,4,NA,NA
690,34,19335,BCJ area F7,NA,NA,16.32,27.15,6,chert,Flake local F28
780,21,19405,BCJ area F7,NA,NA,16,27.15,4,quartz,NA
519,38,19144,BCJ area F7,NA,NA,18,27.195,6,chert,NA
381,6,19027,BCJ area F7,NA,NA,18.35,27.2,4,silcrete,Flake local F26
392,17,19038,BCJ area F7,NA,NA,18.7,27.2,6,chert,Flake local F24
394,20,19041,BCJ area F7,NA,NA,18.5,27.2,6,chert,Flake local F24
487,6,19112,BCJ area F7,NA,NA,17.35,27.2,4,silcrete,NA
505,17,19123,BCJ area F7,NA,NA,17.7,27.2,4,chert,Flake local F28
585,2,19210,BCJ area F7,NA,NA,19.5,27.2,4,silcrete,Flake local F26
602,19,19227,BCJ area F7,NA,NA,19.45,27.2,6,silcrete,Flake local F26
743,6,19368,BCJ area F7,NA,NA,20.35,27.2,6,NA,NA
774,15,19399,BCJ area F7,NA,NA,15.45,27.2,4,chert,Flake local F28
5155,NA,NA,NA,NA,NA,21,27.2,NA,NA,Excavation boundary
5451,NA,NA,NA,NA,NA,15,27.2,NA,NA,Excavation boundary
687,8,19309,BCJ area F7,NA,NA,16.22,27.21,4,chert,Flake local F28
694,10,19311,BCJ area F7,NA,NA,16.41,27.25,4,chert,Flake local F28
701,37,19338,BCJ area F7,NA,NA,16.575,27.25,6,chert,Flake local F28
686,17,19318,BCJ area F7,NA,NA,16.67,27.26,4,chert,Backed artefact local F28
496,27,19133,BCJ area F7,NA,NA,17.3,27.3,4,chert,Flake local F28
518,37,19143,BCJ area F7,NA,NA,17.45,27.3,6,NA,NA
591,8,19216,BCJ area F7,NA,NA,19.1,27.3,4,silcrete,Flake local F26
601,18,19226,BCJ area F7,NA,NA,20,27.3,6,silcrete,Flake local F26
5156,NA,NA,NA,NA,NA,21,27.3,NA,NA,Excavation boundary
5450,NA,NA,NA,NA,NA,15,27.3,NA,NA,Excavation boundary
708,3,19304,BCJ area F7,NA,NA,16.84,27.33,4,chert,Flake local F28
709,13,19314,BCJ area F7,NA,NA,16.85,27.345,4,chert,Flake local F28
380,5,19026,BCJ area F7,NA,NA,18.9,27.35,4,silcrete,Flake local F26
388,13,19034,BCJ area F7,NA,NA,18.6,27.35,6,silcrete,Flake local F26
486,5,19111,BCJ area F7,NA,NA,17.9,27.35,4,silcrete,Flake local F26
503,13,19119,BCJ area F7,NA,NA,17.6,27.35,4,chert,Flake local F28
689,38,19339,BCJ area F7,NA,NA,16.75,27.35,6,chert,NA
742,5,19367,BCJ area F7,NA,NA,20.9,27.35,6,NA,NA
773,14,19398,BCJ area F7,NA,NA,15.9,27.35,4,silcrete,NA
781,22,19406,BCJ area F7,NA,NA,15.6,27.35,4,quartz,Flake local quartz
684,29,19330,BCJ area F7,NA,NA,16.13,27.37,6,chert,Flake local F28
705,27,19328,BCJ area F7,NA,NA,16.65,27.39,6,chert,Flake local F28
785,16,19400,BCJ area F7,NA,NA,15.95,27.395,4,chert,Flake local F28
385,10,19031,BCJ area F7,NA,NA,18.05,27.4,6,silcrete,Flake local F26
492,10,19116,BCJ area F7,NA,NA,17.05,27.4,4,chert,Flake local F28
593,10,19218,BCJ area F7,NA,NA,19.05,27.4,4,NA,NA
606,23,19231,BCJ area F7,NA,NA,20,27.4,6,NA,NA
778,19,19403,BCJ area F7,NA,NA,15.05,27.4,4,quartz,NA
5157,NA,NA,NA,NA,NA,21,27.4,NA,NA,Excavation boundary
5449,NA,NA,NA,NA,NA,15,27.4,NA,NA,Excavation boundary
393,18,19039,BCJ area F7,NA,NA,18.2,27.45,6,chert,Backed artefact local F24
510,18,19124,BCJ area F7,NA,NA,17.63,27.45,4,chert,Flake local F28
512,31,19137,BCJ area F7,NA,NA,17.8,27.45,4,NA,NA
517,36,19142,BCJ area F7,NA,NA,18,27.45,4,NA,NA
693,31,19332,BCJ area F7,NA,NA,16.78,27.45,6,chert,NA
702,4,19305,BCJ area F7,NA,NA,16.61,27.45,4,chert,Flake local F28
786,27,19411,BCJ area F7,NA,NA,16,27.45,6,quartz,NA
695,21,19322,BCJ area F7,NA,NA,16.45,27.46,4,quartz,NA
699,36,19337,BCJ area F7,NA,NA,16.53,27.47,6,chert,Flake local F28
696,25,19326,BCJ area F7,NA,NA,16.545,27.49,6,quartz,NA
377,2,19023,BCJ area F7,NA,NA,18.5,27.5,2,silcrete,Flake local F26
483,2,19108,BCJ area F7,NA,NA,17.5,27.5,4,silcrete,NA
588,5,19213,BCJ area F7,NA,NA,19.9,27.5,4,silcrete,Flake local F26
594,11,19219,BCJ area F7,NA,NA,19.6,27.5,4,silcrete,NA
739,2,19364,BCJ area F7,NA,NA,20.5,27.5,4,silcrete,Flake local F26
770,11,19395,BCJ area F7,NA,NA,15.5,27.5,4,chert,NA
5158,NA,NA,NA,NA,NA,21,27.5,NA,NA,Excavation boundary
5448,NA,NA,NA,NA,NA,15,27.5,NA,NA,Excavation boundary
391,16,19037,BCJ area F7,NA,NA,18.85,27.55,6,chert,Flake local F24
506,16,19122,BCJ area F7,NA,NA,17.85,27.55,4,chert,Flake local F28
700,24,19325,BCJ area F7,NA,NA,16,27.55,6,quartz,NA
683,2,19303,BCJ area F7,NA,NA,16.12,27.55,4,chert,Flake local F28
784,25,19409,BCJ area F7,NA,NA,15.85,27.55,6,silcrete,NA
698,15,19316,BCJ area F7,NA,NA,16.52,27.56,4,chert,Flake local F28
714,33,19334,BCJ area F7,NA,NA,16.96,27.56,6,chert,Flake local F28
697,16,19317,BCJ area F7,NA,NA,16.48,27.57,4,chert,Flake local F28
498,21,19127,BCJ area F7,NA,NA,17.15,27.6,4,chert,Flake local F28
504,25,19131,BCJ area F7,NA,NA,17.65,27.6,4,chert,Flake local F28
514,33,19139,BCJ area F7,NA,NA,17.6,27.6,4,silcrete,NA
596,13,19221,BCJ area F7,NA,NA,19.6,27.6,4,chert,Flake local F24
603,20,19228,BCJ area F7,NA,NA,19.25,27.6,6,silcrete,Backed artefact local F26
5159,NA,NA,NA,NA,NA,21,27.6,NA,NA,Excavation boundary
5447,NA,NA,NA,NA,NA,15,27.6,NA,NA,Excavation boundary
379,4,19025,BCJ area F7,NA,NA,18.3,27.65,4,silcrete,Flake local F26
485,4,19110,BCJ area F7,NA,NA,17.3,27.65,4,silcrete,Flake local F26
691,32,19333,BCJ area F7,NA,NA,16.38,27.65,6,chert,Backed artefact local F28
741,4,19366,BCJ area F7,NA,NA,20.3,27.65,4,silcrete,Flake local F26
772,13,19397,BCJ area F7,NA,NA,15.3,27.65,4,chert,Flake local F28
681,11,19312,BCJ area F7,NA,NA,16.01,27.676,4,chert,Flake local F28
703,23,19324,BCJ area F7,NA,NA,16.02,27.68,4,quartz,NA
704,20,19321,BCJ area F7,NA,NA,16.25,27.68,4,quartz,NA
378,3,19024,BCJ area F7,NA,NA,18.8,27.7,4,silcrete,Flake local F26
484,3,19109,BCJ area F7,NA,NA,17.8,27.7,4,silcrete,Flake local F26
740,3,19365,BCJ area F7,NA,NA,20.8,27.7,4,NA,NA
771,12,19396,BCJ area F7,NA,NA,15.8,27.7,4,chert,NA
5160,NA,NA,NA,NA,NA,21,27.7,NA,NA,Excavation boundary
5446,NA,NA,NA,NA,NA,15,27.7,NA,NA,Excavation boundary
685,6,19307,BCJ area F7,NA,NA,16.35,27.72,4,chert,NA
692,5,19306,BCJ area F7,NA,NA,16.39,27.72,4,chert,Flake local F28
775,26,19410,BCJ area F7,NA,NA,15.7,27.72,6,chert,Backed artefact local F28
491,24,19130,BCJ area F7,NA,NA,17,27.75,4,chert,Flake local F28
497,28,19134,BCJ area F7,NA,NA,17.45,27.75,4,chert,Flake local F28
516,35,19141,BCJ area F7,NA,NA,17.4,27.75,4,NA,NA
706,19,19320,BCJ area F7,NA,NA,16.71,27.78,4,chert,Flake local F28
707,30,19331,BCJ area F7,NA,NA,16.74,27.78,6,chert,Flake local F28
386,11,19032,BCJ area F7,NA,NA,18.6,27.8,6,silcrete,Flake local F26
501,20,19126,BCJ area F7,NA,NA,17.25,27.8,4,chert,NA
502,11,19117,BCJ area F7,NA,NA,17.6,27.8,4,chert,Flake local F28
511,23,19129,BCJ area F7,NA,NA,17.33,27.8,4,chert,Flake local F28
515,34,19140,BCJ area F7,NA,NA,17.9,27.8,4,NA,NA
607,24,19232,BCJ area F7,NA,NA,19,27.8,6,silcrete,Flake local F26
610,27,19235,BCJ area F7,NA,NA,19.3,27.8,6,chert,Flake local F24
779,20,19404,BCJ area F7,NA,NA,15.6,27.8,4,quartz,Flake local quartz
5161,NA,NA,NA,NA,NA,21,27.8,NA,NA,Excavation boundary
5445,NA,NA,NA,NA,NA,15,27.8,NA,NA,Excavation boundary
383,8,19029,BCJ area F7,NA,NA,18.1,27.85,4,chert,Flake local F24
489,8,19114,BCJ area F7,NA,NA,17.1,27.85,4,silcrete,NA
592,9,19217,BCJ area F7,NA,NA,19.7,27.85,4,silcrete,Flake local F26
745,8,19370,BCJ area F7,NA,NA,20.1,27.85,6,quartz,NA
713,9,19310,BCJ area F7,NA,NA,16.95,27.86,4,chert,Flake local F28
710,35,19336,BCJ area F7,NA,NA,16.52,27.87,6,chert,NA
688,18,19319,BCJ area F7,NA,NA,16.23,27.895,4,chert,Flake local F28
586,3,19211,BCJ area F7,NA,NA,19.8,27.9,4,silcrete,Flake local F26
600,17,19225,BCJ area F7,NA,NA,19.7,27.9,6,silcrete,Flake local F26
5162,NA,NA,NA,NA,NA,21,27.9,NA,NA,Excavation boundary
5444,NA,NA,NA,NA,NA,15,27.9,NA,NA,Excavation boundary
500,19,19125,BCJ area F7,NA,NA,17.45,27.95,4,chert,Backed artefact local F28
507,22,19128,BCJ area F7,NA,NA,17.85,27.95,4,chert,Backed artefact local F28
520,39,19145,BCJ area F7,NA,NA,17.2,27.95,6,silcrete,Flake local F26
587,4,19212,BCJ area F7,NA,NA,19.3,27.95,4,silcrete,Backed artefact local F26
589,6,19214,BCJ area F7,NA,NA,19.35,27.95,4,silcrete,Flake local F26
590,7,19215,BCJ area F7,NA,NA,19.95,27.95,4,silcrete,Flake local F26
712,22,19323,BCJ area F7,NA,NA,16.85,27.95,4,quartz,NA
777,18,19402,BCJ area F7,NA,NA,15.7,27.95,4,quartz,Flake local quartz
309,1,18934,BCJ area F7,18,28,18,28,4,quartz,NA
347,15,19036,BCJ area F7,NA,NA,18.95,28,6,silcrete,Flake local F28
441,1,19066,BCJ area F7,19,28,19,28,4,silcrete,Flake local F26
466,1,19091,BCJ area F7,17,28,17,28,4,silcrete,Flake local F26
495,15,19121,BCJ area F7,NA,NA,17.25,28,4,chert,Flake local F28
747,9,19371,BCJ area F7,20,28,20,28,4,silcrete,NA
783,24,19408,BCJ area F7,NA,NA,15.25,28,6,silcrete,Flake local F26
787,1,19412,BCJ area F7,15,28,15,28,4,silcrete,Flake local F26
1005,1,19630,BCJ area F7,14,28,14,28,4,silcrete,Flake local F26
3728,1,22314,BCJ area F7,12,28,12,28,4,quartz,Flake local quartz
5163,NA,NA,NA,NA,NA,21,28,NA,NA,Excavation boundary
5413,NA,NA,NA,NA,NA,12,28,NA,NA,Excavation boundary
5414,NA,NA,NA,NA,NA,12.1,28,NA,NA,Excavation boundary
5415,NA,NA,NA,NA,NA,12.2,28,NA,NA,Excavation boundary
5416,NA,NA,NA,NA,NA,12.3,28,NA,NA,Excavation boundary
5417,NA,NA,NA,NA,NA,12.4,28,NA,NA,Excavation boundary
5418,NA,NA,NA,NA,NA,12.5,28,NA,NA,Excavation boundary
5419,NA,NA,NA,NA,NA,12.6,28,NA,NA,Excavation boundary
5420,NA,NA,NA,NA,NA,12.7,28,NA,NA,Excavation boundary
5421,NA,NA,NA,NA,NA,12.8,28,NA,NA,Excavation boundary
5422,NA,NA,NA,NA,NA,12.9,28,NA,NA,Excavation boundary
5423,NA,NA,NA,NA,NA,13,28,NA,NA,Excavation boundary
5424,NA,NA,NA,NA,NA,13.1,28,NA,NA,Excavation boundary
5425,NA,NA,NA,NA,NA,13.2,28,NA,NA,Excavation boundary
5426,NA,NA,NA,NA,NA,13.3,28,NA,NA,Excavation boundary
5427,NA,NA,NA,NA,NA,13.4,28,NA,NA,Excavation boundary
5428,NA,NA,NA,NA,NA,13.5,28,NA,NA,Excavation boundary
5429,NA,NA,NA,NA,NA,13.6,28,NA,NA,Excavation boundary
5430,NA,NA,NA,NA,NA,13.7,28,NA,NA,Excavation boundary
5431,NA,NA,NA,NA,NA,13.8,28,NA,NA,Excavation boundary
5432,NA,NA,NA,NA,NA,13.9,28,NA,NA,Excavation boundary
5433,NA,NA,NA,NA,NA,14,28,NA,NA,Excavation boundary
5434,NA,NA,NA,NA,NA,14.1,28,NA,NA,Excavation boundary
5435,NA,NA,NA,NA,NA,14.2,28,NA,NA,Excavation boundary
5436,NA,NA,NA,NA,NA,14.3,28,NA,NA,Excavation boundary
5437,NA,NA,NA,NA,NA,14.4,28,NA,NA,Excavation boundary
5438,NA,NA,NA,NA,NA,14.5,28,NA,NA,Excavation boundary
5439,NA,NA,NA,NA,NA,14.6,28,NA,NA,Excavation boundary
5440,NA,NA,NA,NA,NA,14.7,28,NA,NA,Excavation boundary
5441,NA,NA,NA,NA,NA,14.8,28,NA,NA,Excavation boundary
5442,NA,NA,NA,NA,NA,14.9,28,NA,NA,Excavation boundary
5443,NA,NA,NA,NA,NA,15,28,NA,NA,Excavation boundary
636,30,19290,BCJ area F7,NA,NA,16.27,28.01,6,chert,NA
637,14,19274,BCJ area F7,NA,NA,16.87,28.01,4,chert,NA
638,3,19263,BCJ area F7,NA,NA,16.22,28.04,4,chert,Flake local F28
317,9,18942,BCJ area F7,NA,NA,18.7,28.05,4,silcrete,NA
322,14,18947,BCJ area F7,NA,NA,18.25,28.05,4,silcrete,Flake local F26
337,29,18962,BCJ area F7,NA,NA,18.1,28.05,6,silcrete,Flake local F26
338,30,18963,BCJ area F7,NA,NA,18.95,28.05,6,silcrete,Flake local F26
449,9,19074,BCJ area F7,NA,NA,19.7,28.05,6,silcrete,Flake local F26
454,14,19079,BCJ area F7,NA,NA,19.25,28.05,6,silcrete,NA
474,9,19099,BCJ area F7,NA,NA,17.7,28.05,6,chert,Flake local F28
479,14,19104,BCJ area F7,NA,NA,17.25,28.05,6,chert,NA
639,9,19269,BCJ area F7,NA,NA,16.42,28.05,4,chert,Flake local F28
755,17,19379,BCJ area F7,NA,NA,20.7,28.05,4,silcrete,Flake local F26
803,9,19420,BCJ area F7,NA,NA,15.7,28.05,4,chert,Flake local F28
1033,29,19658,BCJ area F7,NA,NA,14.1,28.05,4,quartz,NA
1018,14,19643,BCJ area F7,NA,NA,14.25,28.05,6,chert,NA
1013,9,19638,BCJ area F7,NA,NA,14.7,28.05,6,chert,NA
1034,30,19659,BCJ area F7,NA,NA,14.95,28.05,4,quartz,NA
1569,9,20194,BCJ area F7,NA,NA,13.7,28.05,6,quartz,Flake local quartz
1589,29,20214,BCJ area F7,NA,NA,13.1,28.05,6,quartz,NA
1590,30,20215,BCJ area F7,NA,NA,13.95,28.05,6,quartz,NA
3736,9,22322,BCJ area F7,NA,NA,12.7,28.05,4,quartz,NA
3741,14,22327,BCJ area F7,NA,NA,12.25,28.05,6,quartz,NA
315,7,18940,BCJ area F7,NA,NA,18.95,28.095,4,silcrete,Flake local F26
447,7,19072,BCJ area F7,NA,NA,19.95,28.095,4,silcrete,Flake local F26
472,7,19097,BCJ area F7,NA,NA,17.95,28.095,4,silcrete,NA
753,15,19377,BCJ area F7,NA,NA,20.95,28.095,4,silcrete,Flake local F26
809,7,19418,BCJ area F7,NA,NA,15.95,28.095,4,silcrete,NA
1011,7,19636,BCJ area F7,NA,NA,14.95,28.095,6,chert,Flake local F28
